lemma,rank,translation,original_lemma,pos
delatar,22403,"Accuse, report a person of an offence to a competent judge or court",delatar,v
mimo,22404,Caricia,mimo,n
recopilación,22405,Cataloguing collection of objects or writings on a particular subject,recopilación,n
vaciado,22406,The background or background left in the net of the pedestal after the band and molding that holds it: and usually all requadro scor,vaciado,n
voltea,22407,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of turning",voltear,v
adelantos,22408,Form of the plural of advance,adelanto,n
ancestrales,22409,Form of the plural of ancestral,ancestral,adj
batear,22410,Hit the ball with the bat,batear,v
critican,22411,"Third person of plural (they, them; you, 2nd person) of this indicative of criticizing",criticar,v
decena,22412,Set of ten elements,decena,n
eliminarlo,22413,,,
fortalece,22414,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of strengthening or strengthening",fortalecer,v
halaga,22415,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of flattering",halagar,v
marché,22416,First person of the singular (me) of the perfect preterit simple indicative of marching,marchar,v
meterá,22417,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of getting in or getting in",meter,v
picas,22418,"In the French deck, one of the four sticks, represented by a black heart upside down with a stem on the bottom",picas,n
pileta,22419,Concave and small piece of stone or similar material used in some houses to deposit holy water,pileta,n
usarás,22420,"Second person of the singular (you, you) of the future indicative of using or using",usar,v
arreglarla,22421,,,
brutos,22422,Form of the plural of the gross,bruto,n
checo,22423,Western Slavic language spoken mainly in the Czech Republic,checo,n
constantino,22424,,,
contestaré,22425,First person of the singular (me) of the future indicative answer,contestar,v
destruiste,22426,"Second person of the singular (you, you) of the perfect preterit simple indicative of destroying or destroying",destruir,v
diseñadas,22427,"Form of the plural feminine design, participle design",diseñado,participle
ejecutando,22428,Gerundio to execute,ejecutando,v
elfos,22429,Elf plural shape,elfo,n
estabilizar,22430,Give something more stability,estabilizar,v
inerte,22431,"That doesn't cause any effect, that doesn't do anything",inerte,adj
manualmente,22432,,,
mella,22433,"Broken or slit on the edge of a weapon or tool, or on the edge or at any angle leading out of another object, caused by a blow",mella,n
preocupé,22434,First person of the singular (me) of the perfect preterite simple indicative of concern,preocupar,v
pulsa,22435,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of pressing",pulsar,v
purga,22436,Remedie that serves to empty the intestines,purga,n
revisaron,22437,"Third person plural (they, them; you, 2nd person) of the perfect preterit simple indicative to review",revisar,v
suplicar,22438,Ask for something by showing humility,suplicar,v
apurarnos,22439,,,
bilis,22440,"Bitter liquid, greenish yellow, segregated by the liver",bilis,n
confesarte,22441,,,
dejada,22442,"Form of the female to leave, participate in to leave or to leave",dejado,participle
griegas,22443,Form of the plural female of Greek,griego,adj
lagrimas,22444,Second person of the singular (you) of the present sign of tear,lagrimar,v
obligadas,22445,"Form of the plural female of forced, participle of forced or forced",obligado,participle
placentera,22446,Form of the female of pleasurer,placentero,adj
portazo,22447,Dry knock given with a door,portazo,n
quimera,22448,"A fantastic animal with a lion's head, a goat's body and a dragon's tail, and according to the fable vomited flame",quimera,n
salías,22449,"Second person of the singular (you, you) of the imperfect preterite of indicative of going out or leaving",salir,v
solterona,22450,Form of the female singular of single,solterón,n
éticas,22451,Form of the plural of ethics,ética,n
acordarse,22452,Bringing something to one's memory; remembering,acordarse,v
alcanzada,22453,Female shape of reached,alcanzado,adj
apaches,22454,Second person of the singular (you) of the present subjunctive of apachar,apachar,v
atacará,22455,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of attacking",atacar,v
caracterización,22456,,,
deslizamiento,22457,Swipe or slide action or effect,deslizamiento,n
devolveremos,22458,"First person of plural (we, us) of the future indicative return",devolver,v
dignas,22459,Second person of the singular (you) of the present indicative of deign,dignarse,v
déjese,22460,Second person of the singular (you) of the affirmative imperative to leave (with the enclitic pronoun),dejarse,v
humeante,22461,,,
impacientes,22462,Second person of the singular (you) of the present subjunctive of impatient,impacientar,v
lotes,22463,Form of the plural batch,lote,n
mayorías,22464,Form of the plural majority,mayoría,n
observarse,22465,Pronominal form of observation,observarse,v
sociópata,22466,Person with sociopathy or antisocial personality disorder (ASD),sociópata,adj
tablón,22467,Very thick table,tablón,n
abrazado,22468,Participated in embracing or embracing,abrazado,v
asquerosas,22469,Form of the plural female of disgusting,asqueroso,adj
colaborado,22470,Participation in collaboration,colaborado,v
condicionada,22471,"Form of the female conditioned, participle of conditioning",condicionado,participle
contadas,22472,"Form of the feminine plural of count, participle of count",contado,participle
cubículo,22473,Enclosure or alcove of small dimensions,cubículo,n
dominicanos,22474,Form of the Dominican plural,dominicano,n
ejecutada,22475,"Form of the female executed, participle to execute",ejecutado,participle
emancipación,22476,Emancipating or emancipating action or effect,emancipación,n
favorablemente,22477,In a favorable way,favorablemente,adv
mota,22478,"Small set of particles, usually applied to dust or similar",mota,n
pacificación,22479,"Process of pacifying or ending a war, social or other conflict",pacificación,n
porristas,22480,,,
sobresale,22481,"Third person of the singular (he, she, it; you, 2nd person) of the present indicative of excelling",sobresalir,v
torcida,22482,"Form of the female of the twisted, participle of the twisted",torcido,participle
vacunación,22483,Inoculation of vaccines to protect from disease or strain,vacunación,n
vendan,22484,"Third person of plural (they, them; you, 2nd person) of the present subjunctive of selling or selling",vender,v
viñedo,22485,Farm planted with vines,viñedo,n
abrían,22486,"Third person of plural (they, them; you, 2nd person) of imperfect preterite indicative of opening or opening",abrir,v
cabecilla,22487,Person leading an unofficial group or band,cabecilla,n
calculó,22488,"Third person of the singular (he, she, it; you, 2nd person) of the perfect preterit simple indicative of calculating",calcular,v
destacando,22489,Gerundio de excellencia,destacando,v
felicitarte,22490,,,
ipc,22491,,,
porfirio,22492,,,
regalaron,22493,"Third person plural (they, them; you, 2nd person) of the perfect preterit simple indicative gift or gift",regalar,v
asistiendo,22494,Gerundius to attend,asistiendo,v
bolitas,22495,Shape of the plural ball,bolita,n
cometes,22496,Second person of the singular (you) of the present as an indication of committing or committing,cometer,v
contrariamente,22497,,,
cunningham,22498,,,
diálisis,22499,Separation of colloids and crystalloids when dissolved together,diálisis,n
dominaba,22500,First person of the singular (me) of the imperfect preterite indicative of mastery,dominar,v
flexión,22501,"Action and effect of bending or bending, bending the body or a part of it",flexión,n
funciono,22502,First person of the singular (me) of the present indicative of functioning,funcionar,v
hacérselo,22503,,,
ipod,22504,,,
jano,22505,,,
manejamos,22506,"First person of plural (we, us) of the present indicative of handling or handling",manejar,v
maniático,22507,That has some mania (chop or obsessive desire),maniático,adj
martinis,22508,,,
onofre,22509,,,
preventivo,22510,Intending to prevent a future event,preventivo,adj
agregando,22511,Gerundium to add,agregando,v
buscarse,22512,Do whatever you can or need to get or get something,buscarse,v
chal,22513,"Female dress up, consisting of a rectangle of light cloth that is thrown on the shoulders",chal,n
coloquio,22514,Conference or talk between two or more people,coloquio,n
computadores,22515,Computer plural form,computador,adj
contestan,22516,"Third person of plural (they, them; you, 2nd person) of the present indicative answer",contestar,v
desterrado,22517,Participation in banishing,desterrado,v
llamáis,22518,"Second person of plural (you, yourselves) of this indicative call or call",llamar,v
procederá,22519,"Third person of the singular (he, she, it; you, 2nd person) of the future indicative of proceeding",proceder,v
ropero,22520,Person selling clothing (clothing made),ropero,n
alargar,22521,Give more length to one thing,alargar,v
aretes,22522,Shape of the plural earring,arete,n
asomo,22523,Action or effect of peeking or peeking,asomo,n
atendía,22524,First person of the singular (me) of the imperfect preterite of indicative care,atender,v
