lemma,rank,translation,original_lemma,pos
castañas,21556,chestnut,castaño,n
cañerías,21557,organ pipes,cañería,n
desobediencia,21558,disobedience,desobediencia,n
elevan,21559,to elevate,elevar,v
percusión,21560,percussion,percusión,n
rumorea,21561,to rumble,rumorear,v
traiciona,21562,to betray; turn on,traicionar,v
éticos,21563,ethical,ético,adj
aplicará,21564,to use; to apply,aplicar,v
arreglaron,21565,to fix; to repair; to mend,arreglar,v
bache,21566,pothole,bache,n
dañó,21567,damage,dañar,v
distinguida,21568,distinguished; refined; elegant,distinguido,adj
enfocado,21569,in focus; focused,enfocado,adj
exitosos,21570,successful,exitoso,adj
indigente,21571,indigent; needy,indigente,adj
llevársela,21572,to take; to take out,llevar,v
marches,21573,march,marchar,v
minúsculo,21574,minute,minúsculo,adj
musgo,21575,moss,musgo,n
perrera,21576,dog pound (US); animal shelter,perrera,n
reconocemos,21577,to recognize,reconocer,v
remediar,21578,to remedy,remediar,v
santas,21579,saintess,San,adj
santi,21580,given name,Santi,prop
schultz,21581,schultz,schultz,none
sórdido,21582,sordid; sleazy; seamy; dirty,sórdido,adj
tolera,21583,to tolerate,tolerar,v
boludo,21584,moronic; immature; foolish,boludo,n
calumnia,21585,slander; calumny; aspersion; libel; defamation,calumnia,n
concordia,21586,concord; harmony; unity; union,concordia,n
desafiando,21587,to challenge,desafiar,v
distribuido,21588,to distribute,distribuir,v
diván,21589,divan,diván,n
embustero,21590,lying; mendacious,embustero,n
evoca,21591,to evoke; to conjure,evocar,v
frijol,21592,bean; bean seed,frijol,n
grabé,21593,to record,grabar,v
palizas,21594,beating; bashing,paliza,n
peleo,21595,Peleus,Peleo,prop
quererme,21596,to desire; to want; to want to,querer,v
soluciona,21597,to solve,solucionar,v
apagaron,21598,to extinguish (a flame; fire); to douse,apagar,v
aposté,21599,to bet,apostar,v
balcanes,21600,Balkans,Balcanes,prop
custodio,21601,guardian,custodio,n
cúal,21602,suchlike; like (which); such as,cúal,none
emotiva,21603,emotional; emotive,emotivo,adj
inimaginable,21604,unimaginable,inimaginable,adj
manitas,21605,handyman,manitas,n
peculiares,21606,peculiar,peculiar,adj
predominante,21607,predominant,predominante,adj
presumido,21608,arrogant; conceited,presumido,adj
suertudo,21609,lucky,suertudo,n
veintisiete,21610,twenty-seven,veintisiete,num
viril,21611,male,viril,adj
zorros,21612,clever; crafty; sly,zorro,n
atacantes,21613,attacking,atacante,n
comarcas,21614,district,comarca,n
denominador,21615,denominating,denominador,n
desatar,21616,to untie; undo; unfasten; unleash,desatar,v
fémur,21617,femur,fémur,n
infinitos,21618,infinite,infinito,n
instalaron,21619,to install,instalar,v
lujosa,21620,luxurious,lujoso,adj
prestigiosa,21621,prestigious; distinguished; famous; eminent,prestigioso,adj
recorridos,21622,route,recorrido,n
sobrenaturales,21623,supernatural,sobrenatural,adj
velero,21624,sailmaker,velero,n
vivencia,21625,insight,vivencia,n
agarrarlo,21626,to grab or take hold of,agarrar,v
arduo,21627,very difficult,arduo,adj
caravanas,21628,camper,caravana,n
comportando,21629,to involve,comportar,v
concentran,21630,to concentrate,concentrar,v
confiables,21631,trusty,confiable,adj
copita,21632,stemmed glass; glass; goblet or its content,copita,n
decisivos,21633,decisive,decisivo,adj
engañaba,21634,to trick; to deceive; to hoodwink; to cheat,engañar,v
entrever,21635,to glimpse,entrever,v
estudiada,21636,studied; learned,estudiado,adj
estéreo,21637,stereo,estéreo,n
guardarropa,21638,cloakroom,guardarropa,n
introducen,21639,to insert,introducir,v
juzgo,21640,to judge; to adjudicate,juzgar,v
nuria,21641,given name,Nuria,prop
planchas,21642,iron,plancha,n
puntualidad,21643,punctuality,puntualidad,n
ras,21644,evenness; levelness,ras,n
safari,21645,safari,safari,n
sospechosas,21646,suspicious; suspect; fishy; shady; sketchy,sospechoso,adj
trazos,21647,line; outline,trazo,n
viagra,21648,Viagra,viagra,n
vicepresidencia,21649,vice-presidency,vicepresidencia,n
étnica,21650,ethnic,étnico,adj
aciertos,21651,correct answer,acierto,n
aguilera,21652,the nest of an eagle,Aguilera,prop
arruinas,21653,to ruin,arruinar,v
asomó,21654,appearance,asomar,v
botánico,21655,botanical; botanic,botánico,n
brillantez,21656,brilliance,brillantez,n
comenzaban,21657,to begin; to commence,comenzar,v
escasamente,21658,sparsely; scantily,escasamente,adv
facilitado,21659,to facilitate,facilitar,v
facilitan,21660,to facilitate,facilitar,v
metálicas,21661,metallic,metálico,adj
portadas,21662,portal,portada,n
pícaro,21663,lacking honor,pícaro,n
refinería,21664,refinery,refinería,n
remera,21665,female equivalent of remero,remero,n
saltas,21666,Salta,saltar,v
sensiblemente,21667,perceptively,sensiblemente,adv
tenencia,21668,tenancy; occupancy; possession,tenencia,n
turbulencia,21669,turbulence,turbulencia,n
óvulo,21670,ovule,óvulo,n
acostumbras,21671,accustom; inure; familiarize,acostumbrar,v
activó,21672,active,activar,v
acumulan,21673,to accumulate,acumular,v
atribuido,21674,to assign,atribuir,v
cabalgando,21675,to mount an animal; especially a horse,cabalgar,v
congela,21676,to freeze,congelar,v
fresno,21677,ash tree,fresno,n
jodiste,21678,to annoy; bug; bother; irritate,joder,v
madurado,21679,to mature,madurar,v
mandarlo,21680,to send,mandar,v
págs,21681,abbreviation of página: p,pág,n
quedase,21682,curfew,quedar,v
quemo,21683,to burn,quemar,v
saltamos,21684,to jump,saltar,v
sepulcro,21685,sepulchre,sepulcro,n
sinvergüenzas,21686,shameless; brazen,sinvergüenza,adj
tickets,21687,receipt,,
bandejas,21688,tray; platter,bandeja,n
criaron,21689,to rear or raise,criar,v
envases,21690,bottle; jar,envase,n
face,21691,to do,hacer,v
folios,21692,folio,folio,n
hidratos,21693,hydrate,hidrato,n
ilustra,21694,to illustrate,ilustrar,v
impune,21695,unpunished; scot-free,impune,adj
pagarla,21696,to pay,pagar,v
richter,21697,richter,richter,none
roedores,21698,gnawing,roedor,n
topé,21699,really,topar,v
aceptarán,21700,to accept; to take up; to take up on,aceptar,v
acompañarlo,21701,to accompany; to go with; to join; to tag along,acompañar,v
aparecerán,21702,to appear; to turn up; to pop up; to come up,aparecer,v
calixto,21703,given name,Calixto,prop
catéter,21704,catheter,catéter,n
ciro,21705,Cyrus,Ciro,prop
complementaria,21706,complementary,complementario,adj
descuidada,21707,neglected,descuidado,adj
desecho,21708,waste; trash,desecho,n
disputar,21709,to dispute,disputar,v
estupefacientes,21710,narcotic,estupefaciente,n
incorporan,21711,to incorporate,incorporar,v
maximiliano,21712,given name,Maximiliano,prop
merengue,21713,merengue,merengue,n
portillo,21714,gate,portillo,n
refugiarse,21715,take refuge,refugiar,v
renovables,21716,renewable,renovable,adj
reunía,21717,to satisfy; to meet; to possess,reunir,v
solidario,21718,caring; sympathetic to,solidario,adj
sosiego,21719,calm; peace,sosiego,n
suavizar,21720,to soften; smooth,suavizar,v
vá,21721,okay,vá,none
adjetivo,21722,adjectival,adjetivo,n
cableado,21723,cabling,cableado,n
contingencia,21724,contingency,contingencia,n
diabético,21725,diabetic,diabético,adj
envoltorio,21726,wrapper; wrapping,envoltorio,n
esporas,21727,spore,espora,n
faciales,21728,facial,facial,adj
inframundo,21729,underworld,inframundo,n
pareciendo,21730,to seem; to see fit,parecer,v
presidir,21731,to preside,presidir,v
pronunciarse,21732,to pronounce,pronunciar,v
protones,21733,proton,protón,n
recibiré,21734,to receive; get,recibir,v
sabiamente,21735,wisely,sabiamente,adv
vítores,21736,ovation,vítor,n
aceptables,21737,acceptable; palatable,aceptable,adj
cubrirlo,21738,to cover,cubrir,v
diversificación,21739,diversification,diversificación,n
gratuitamente,21740,gratuitously,gratuitamente,adv
jota,21741,jot,jota,n
marías,21742,magpie,maría,n
perdonaría,21743,to pardon; excuse; forgive,perdonar,v
pita,21744,century plant,pita,n
predecesor,21745,predecessor,predecesor,n
recibas,21746,receipt,recibir,v
reembolso,21747,reimbursement; refund,reembolso,n
rumano,21748,Romanian,rumano,n
temporizador,21749,timer,temporizador,n
alejate,21750,given name,alejar,v
analizan,21751,to analyze,analizar,v
belgas,21752,Belgian,belga,adj
caótico,21753,chaotic; shambolic,caótico,adj
colaterales,21754,collateral,colateral,adj
congeladas,21755,frozen,congelado,adj
encontrarlas,21756,to meet,encontrar,v
enseñarnos,21757,to teach,enseñar,v
equivocarme,21758,to mistake; mix up,equivocar,v
escocesa,21759,female equivalent of escocés,escocés,adj
expo,21760,clipping of exposición,expo,n
falsificar,21761,to falsify,falsificar,v
invocar,21762,to invoke,invocar,v
mosqueteros,21763,musketeer,mosquetero,n
ofreciste,21764,to offer; to offer up; to provide,ofrecer,v
sumando,21765,addend,sumar,v
taiwán,21766,Taiwan,Taiwán,prop
vikingos,21767,viking,vikingo,n
agarraste,21768,to grab or take hold of,agarrar,v
comunicador,21769,communicator,comunicador,n
consentir,21770,to consent,consentir,v
documentado,21771,documented; of record,documentado,adj
duffy,21772,duffy,duffy,none
factoría,21773,factory,factoría,n
galván,21774,surname,Galván,prop
localizarlo,21775,to find,localizar,v
matorrales,21776,brush; scrub,matorral,n
mezclarse,21777,mingle,mezclar,v
multiplican,21778,to multiply,multiplicar,v
obstinada,21779,stubborn; obstinate; willful,obstinado,adj
ofelia,21780,given name,Ofelia,prop
perjudicado,21781,victim,perjudicar,v
triunfador,21782,triumphant; winning,triunfador,n
alcantarillado,21783,sewer system; sewerage,alcantarillado,n
ambiguo,21784,ambiguous,ambiguo,adj
calmantes,21785,relaxing; soothing,calmante,n
continúo,21786,continual; constant,continuar,v
correré,21787,to run; to jog,correr,v
demográfico,21788,demographic,demográfico,adj
els,21789,masculine singular definite article,els,none
enseñamos,21790,to teach,enseñar,v
espagueti,21791,spaghetti,espagueti,n
fijamos,21792,to fix; fasten; set; establish; determine,fijar,v
gansos,21793,stupid; slow-witted,ganso,n
milicias,21794,army,milicia,n
olivares,21795,surname,Olivares,prop
olmedo,21796,surname,Olmedo,prop
organizaron,21797,to organize,organizar,v
pedal,21798,pedal,pedal,n
progresado,21799,to progress,progresar,v
salvadoreño,21800,Salvadoran,salvadoreño,adj
subiste,21801,to go up or come up,subir,v
tranquilizar,21802,to calm; calm down,tranquilizar,v
arrojan,21803,to throw; to hurl; to toss; to fling,arrojar,v
colateral,21804,collateral,colateral,adj
conscientemente,21805,consciously,conscientemente,adv
escuadrones,21806,squadron,escuadrón,n
indurain,21807,indurain,indurain,none
inofensiva,21808,harmless; innocuous,inofensivo,adj
inspecciones,21809,inspection,inspección,n
inventaste,21810,to invent,inventar,v
pintalabios,21811,lipstick,pintalabios,n
remisión,21812,remission,remisión,n
requerirá,21813,to require; need,requerir,v
scooter,21814,scooter,scooter,n
solemnidad,21815,solemnity,solemnidad,n
andante,21816,walking; who roams; who wanders; errant,andante,adv
anticipar,21817,to bring forward,anticipar,v
arruinados,21818,ruined,arruinar,v
automáticas,21819,automatization,automático,adj
automáticos,21820,automatic,automático,adj
bañarme,21821,to bathe (to clean a person by immersion in water or using water,bañar,v
colo,21822,contraction of con and lo,colar,v
comunicados,21823,communiqué; statement,comunicado,n
cumples,21824,clipping of cumpleaños,cumplir,v
decidiré,21825,to decide; to make up one's mind; to determine; to choose to,decidir,v
estimados,21826,dear,estimado,adj
inflexible,21827,inflexible,inflexible,adj
interceptar,21828,to intercept,interceptar,v
orquestas,21829,orchestra,orquesta,n
pau,21830,pau,pau,none
reducidas,21831,reduced,reducido,adj
repeticiones,21832,repetition,repetición,n
retrasó,21833,delay,retrasar,v
saltaron,21834,to jump,saltar,v
significante,21835,significant,significante,n
sueno,21836,sound,sonar,v
vergonzosa,21837,shameful,vergonzoso,adj
astillero,21838,boatmaking,astillero,n
carretas,21839,cart; dray,carreta,n
cenaremos,21840,to dine,cenar,v
competitivos,21841,competitive,competitivo,adj
confundirse,21842,to confuse; to throw off; to baffle; to perplex,confundir,v
contribuyente,21843,contributor,contribuyente,n
coágulo,21844,clot,coágulo,n
demostraciones,21845,demonstration,demostración,n
divulgar,21846,to divulge; disclose,divulgar,v
embarazos,21847,pregnancy; childbearing,embarazo,n
espérate,21848,wait,esperar,v
extrañaste,21849,to miss,extrañar,v
grs,21850,A @abbrev of:Guerrero state; Mexico,grs,none
invadiendo,21851,to invade,invadir,v
pagano,21852,pagan,pagano,adj
parches,21853,patch,parche,n
pusieras,21854,to put; to put up; to place; to lay,poner,v
puzzle,21855,jigsaw puzzle,puzzle,n
ambiciosos,21856,ambitious,ambicioso,adj
asignaron,21857,to assign,asignar,v
avioneta,21858,light aircraft,avioneta,n
cachemira,21859,Kashmiri,Cachemira,prop
contradictorio,21860,contradictory,contradictorio,adj
cuidamos,21861,to look after; take care of (e.g. a house; a person) transitive or +de (of)],cuidar,v
deshace,21862,to undo; to unmake,deshacer,v
devenir,21863,to become,devenir,n
envoltura,21864,wrap,envoltura,n
estupendas,21865,stupendous,estupendo,adj
fracasa,21866,downfall; ruin; calamity; disaster,fracasar,v
huracanes,21867,hurricane [from early 16th c.],huracán,n
investidura,21868,investiture; inauguration,investidura,n
marginación,21869,marginalization,marginación,n
monet,21870,monet,monet,none
provocados,21871,caused; brought about; stemming,provocar,v
renos,21872,reindeer; caribou,reno,n
temí,21873,to fear,temer,v
viajé,21874,voyage,viajar,v
yacimiento,21875,deposit,yacimiento,n
alabanzas,21876,praise,alabanza,n
aritmética,21877,arithmetic,aritmética,n
caga,21878,to shit,cagar,v
combatiendo,21879,to combat or fight,combatir,v
etiopía,21880,Ethiopia,Etiopía,prop
generada,21881,generated; created; produced,generado,adj
guion,21882,script; scenario,guion,n
liberarte,21883,to liberate; to release; to free; to set free; to free up,liberar,v
lic,21884,bachelor,lic,n
meridional,21885,southern,meridional,adj
prometen,21886,to promise,prometer,v
reproducirse,21887,to reproduce,reproducir,v
respetables,21888,respectable,respetable,adj
viceministro,21889,vice minister,viceministro,n
víboras,21890,viper; adder,víbora,n
cláusulas,21891,clause,cláusula,n
cobras,21892,cobra,cobrar,v
cogida,21893,the tossing of a bullfighter by a bull,cogido,adj
desembarcar,21894,to disembark,desembarcar,v
esperaron,21895,to wait; to hold on,esperar,v
excrementos,21896,excrement,excremento,n
hostal,21897,hostel,hostal,n
remotas,21898,remote; far-flung;,remoto,adj
romperlo,21899,to break,romper,v
sindicalismo,21900,syndicalism,sindicalismo,n
tapete,21901,runner; carpet; rug,tapete,n
turín,21902,Turin,Turín,prop
ultimas,21903,final,ultimar,v
venderlos,21904,to sell,vender,v
causaría,21905,to cause; to make,causar,v
celebraba,21906,to celebrate,celebrar,v
conectan,21907,to connect; connect up; link,conectar,v
dedicamos,21908,to dedicate; to spend time,dedicar,v
excavaciones,21909,excavation,excavación,n
greco,21910,Greek; Grecian,greco,adj
historieta,21911,anecdote,historieta,n
informará,21912,to inform,informar,v
inmensamente,21913,immensely; hugely,inmensamente,adv
joselito,21914,given name,Joselito,prop
lanzo,21915,to throw,lanzar,v
penitenciaría,21916,penitentiary,penitenciaría,n
pintan,21917,to paint,pintar,v
sabrían,21918,to know; to understand,saber,v
silbar,21919,to whistle,silbar,v
simpatías,21920,sympathy,simpatía,n
tocaría,21921,to touch,tocar,v
triunfante,21922,triumphant,triunfante,adj
básquetbol,21923,basketball,básquetbol,n
calificados,21924,qualified,calificado,adj
cauteloso,21925,cautious; chary; cagey; gingerly,cauteloso,adj
connotaciones,21926,connotation,connotación,n
discutió,21927,to discuss; to argue,discutir,v
entablar,21928,to initiate; to strike up; to engage in; to enter into; to establish; to open,entablar,v
