lemma,rank,translation,pos
inapropiada,24070,feminine singular of inapropiado,adj
inédito,24071,not published,adj
patrullando,24072,patroling,verb
pensarían,24073,they would think,verb
pool,24074,pool (sport),noun
reaccionado,24075,reacted,verb
represa,24076,dam,noun
abusó,24077,he abused; she abused; it abused,verb
atenderá,24078,he will pay attention to; she will pay attention to; it will pay attention to,verb
biodiversidad,24079,biodiversity,noun
culminar,24080,to culminate,verb
depositó,24081,he deposited; she deposited; it deposited,verb
detectaron,24082,they detected,verb
embarcadero,24083,"embarcadero, jetty, pier, landing",noun
eulalia,24084,,
inserta,24085,he inserts; she inserts; it inserts,verb
insistieron,24086,they insisted,verb
jodes,24087,you annoy,verb
listón,24088,lath,noun
materialismo,24089,materialism (constant concern over material possessions and wealth),noun
moverá,24090,he will move; she will move; it will move,verb
ocasionado,24091,caused,verb
parlante,24092,loudspeaker,noun
pinchar,24093,to puncture,verb
tractores,24094,plural of tractor,noun
trueque,24095,"barter, exchange",noun
abriría,24096,I would open,verb
alterados,24097,masculine plural of alterado,verb
calmante,24098,painkiller (anything that has a narcotic effect or calms),noun
contratiempos,24099,plural of contratiempo,noun
curiosas,24100,plural of curiosa,noun
escucharle,24101,to listen to,verb
incas,24102,plural of inca,noun
inexorable,24103,"inexorable, unrelenting",adj
inmensidad,24104,immensity,noun
pecas,24105,you sin,verb
reconquista,24106,"reconquest, winning back",noun
sobresalto,24107,"scare, fright",noun
sufrida,24108,feminine singular of sufrido,verb
transportaba,24109,I transported,verb
wi-fi,24110,,
advenimiento,24111,coming; advent; onset,noun
bip,24112,bip; beep,noun
callan,24113,they calm,verb
consideraré,24114,I will consider,verb
despertarla,24115,to wake,verb
destinatarios,24116,plural of destinatario,noun
detenidas,24117,feminine plural of detenido,verb
distinciones,24118,plural of distinción,noun
décimas,24119,plural of décima,noun
elástica,24120,feminine singular of elástico,adj
encontrarías,24121,you would meet,verb
experimentados,24122,masculine plural of experimentado,verb
faltaron,24123,they were lacking,verb
galera,24124,galley,noun
hemorroides,24125,haemorrhoids,noun
hinchados,24126,masculine plural of hinchado,verb
lauro,24127,laurel (tree),noun
nerón,24128,,
portuaria,24129,feminine singular of portuario,adj
presentadora,24130,female equivalent of presentador: female presenter,noun
pómulos,24131,plural of pómulo,noun
recordáis,24132,you remember,verb
reprimido,24133,repressed,verb
ruidosos,24134,masculine plural of ruidoso,adj
secador,24135,"hair dryer, blow dryer (An electric device for drying hair by blowing hot air on it)",noun
sombrilla,24136,sunshade,noun
adivinas,24137,you guess,verb
cajera,24138,female equivalent of cajero,noun
cajeros,24139,plural of cajero,noun
carecer,24140,to lack,verb
desvía,24141,he diverts; she diverts; it diverts,verb
enemistad,24142,"enmity, hostility",noun
estallado,24143,exploded,verb
ignición,24144,ignition,noun
probaremos,24145,we will prove,verb
rogamos,24146,we beged,verb
sinagoga,24147,synagogue,noun
adelgazar,24148,to make thin or slender,verb
alijo,24149,"contraband, stash, haul, smuggled goods",noun
corneta,24150,horn (musical instrument),noun
gestor,24151,"manager, overseer",noun
huesca,24152,,
kelvin,24153,kelvin (SI temperature unit),noun
parpadeo,24154,flicker,noun
patrullero,24155,patrolman,noun
perdían,24156,they losed,verb
vehemencia,24157,"vehemence, zeal",noun
anoté,24158,I annotated,verb
aumentaba,24159,I increased,verb
boicot,24160,boycott,noun
concordancia,24161,"agreement, concord (agreement of words with one another in gender, number, person, or case)",noun
curvatura,24162,curvature (the shape of something curved),noun
extrañó,24163,he missed; she missed; it missed,verb
frenético,24164,"frenetic, frantic, frenzied",adj
indicados,24165,masculine plural of indicado,verb
insuperable,24166,insuperable,adj
liviana,24167,feminine singular of liviano,adj
sometimiento,24168,submission,noun
sonoros,24169,masculine plural of sonoro,adj
trescientas,24170,feminine of trescientos,num
visitamos,24171,we visited,verb
yorkshire,24172,,
adoptando,24173,adoptee,noun
curarme,24174,to cure,verb
dalia,24175,dahlia,noun
despida,24176,I dismiss,verb
ecologista,24177,"environmentalist, environmental activist",noun
envejece,24178,he gets old; she gets old; it gets old,verb
estadísticos,24179,plural of estadístico,noun
impresionados,24180,masculine plural of impresionado,verb
incide,24181,he has influence or affect on; she has influence or affect on; it has influence or affect on,verb
patrocinado,24182,sponsored person,noun
piadosa,24183,feminine singular of piadoso,adj
planeación,24184,planning,noun
practicas,24185,you practice,verb
putada,24186,"dirty trick, raw deal, villainy",noun
segregación,24187,segregation,noun
suplicó,24188,he beged; she beged; it beged,verb
violaste,24189,you violated,verb
barracas,24190,plural of barraca,noun
constituirse,24191,to constitute,verb
deforme,24192,I deform,verb
encendí,24193,I lighted,verb
estériles,24194,plural of estéril,adj
improvisada,24195,feminine singular of improvisado,verb
indescriptible,24196,indescribable,adj
netamente,24197,"solely, genuinely",adv
pican,24198,they itch,verb
punción,24199,prick,noun
quemador,24200,burner (for cooking),noun
reemplaza,24201,he replaces; she replaces; it replaces,verb
valenzuela,24202,,
vicisitudes,24203,plural of vicisitud,noun
aranceles,24204,plural of arancel,noun
chicha,24205,boob (female breast),noun
coincidía,24206,I coincided,verb
jumbo,24207,jumbo,noun
palito,24208,"stick (of a lollipop, ice pop, popsicle)",noun
partiré,24209,I will divide,verb
plagado,24210,infested,verb
reducirá,24211,he will reduce; she will reduce; it will reduce,verb
vigilarlo,24212,to watch over,verb
alterando,24213,altering,verb
balada,24214,ballad,noun
corsé,24215,corset (woman's garment),noun
cultivan,24216,they cultivate,verb
desfilar,24217,to parade,verb
disputará,24218,he will dispute; she will dispute; it will dispute,verb
estropea,24219,he ruins; she ruins; it ruins,verb
filtrar,24220,to filter,verb
formuló,24221,he formulated; she formulated; it formulated,verb
oírnos,24222,to hear,verb
participaba,24223,I participated,verb
persuasivo,24224,persuasive,adj
planificado,24225,planed,verb
sociólogo,24226,sociologist (scientist studying the field of sociology),noun
céspedes,24227,plural of césped,noun
definirse,24228,to define,verb
desvelar,24229,to prevent someone from sleeping,verb
enamoran,24230,they enamor,verb
finito,24231,finite,adj
friki,24232,"nerd (a person, often very studious, with poor social skills)",noun
fundaciones,24233,plural of fundación,noun
hematomas,24234,plural of hematoma,noun
impasible,24235,"impassive, stolid, emotionless, unemotional",adj
leerá,24236,he will read; she will read; it will read,verb
peldaños,24237,plural of peldaño,noun
quique,24238,"grison, lesser grison",noun
rentables,24239,plural of rentable,adj
santamaría,24240,roller shutter (to protect shops),noun
solita,24241,feminine singular of solito,adj
agria,24242,he sours; she sours; it sours,verb
caótica,24243,feminine singular of caótico,adj
daniela,24244,,
derivar,24245,to derive,verb
esclavas,24246,plural of esclava,noun
exceptuando,24247,excluding,verb
extremidad,24248,"end, extremity (most extreme point))",noun
eyes,24249,,
gerentes,24250,plural of gerente,noun
intimidado,24251,intimidated,verb
irremediablemente,24252,irremediably,adv
loft,24253,loft,noun
montículo,24254,mound; monticule,noun
orfeo,24255,,
perturba,24256,he perturbs; she perturbs; it perturbs,verb
poblada,24257,mob; crowd,noun
prematuramente,24258,prematurely,adv
realizamos,24259,we carried out,verb
sintiéndome,24260,feeling,verb
sobrevivencia,24261,alternative form of supervivencia,noun
bonanza,24262,"lull, dead calm (calm sea weather)",noun
cerrarlo,24263,to close,verb
clasificaciones,24264,plural of clasificación,noun
derribo,24265,demolition,noun
despojado,24266,striped,verb
dinámicas,24267,plural of dinámica,noun
discutían,24268,they discussed,verb
dominando,24269,dominating,verb
frotar,24270,to rub,verb
guineas,24271,plural of guinea,noun
iniciaba,24272,I begined,verb
nachos,24273,plural of nacho,noun
pack,24274,"pack, package",noun
pasarían,24275,they would pass,verb
pórtico,24276,portico,noun
quemarlo,24277,to burn,verb
recuperaron,24278,they recovered,verb
referías,24279,you reported,verb
restablecimiento,24280,"reset, reestablishment",noun
solano,24281,nightshade,noun
toser,24282,to cough,verb
toxicológico,24283,toxicological,adj
volaremos,24284,we will fly,verb
amplificador,24285,amplifier,noun
antillas,24286,,
bruscos,24287,masculine plural of brusco,adj
chillando,24288,shrieking,verb
condes,24289,second-person singular present indicative of condir,verb
dandy,24290,dandy,noun
discapacitado,24291,incapacitated,verb
engordado,24292,geted fat,verb
floración,24293,flowering,noun
ilícita,24294,feminine singular of ilícito,adj
inesperadas,24295,feminine plural of inesperado,adj
insinuar,24296,to insinuate,verb
libanés,24297,Lebanese (A person from Lebanon),noun
limitarse,24298,to limit,verb
llantos,24299,plural of llanto,noun
mimado,24300,pampered,verb
ovario,24301,ovary,noun
pateado,24302,kicked,verb
periférica,24303,feminine singular of periférico,adj
peritos,24304,plural of perito,noun
prometidos,24305,masculine plural of prometido,verb
provocará,24306,he will cause or provoke; she will cause or provoke; it will cause or provoke,verb
sienes,24307,plural of sien,noun
soportaría,24308,I would bear,verb
travesti,24309,"transvestite, cross-dresser",noun
tumbada,24310,feminine singular of tumbado,verb
verosímil,24311,"plausible, believable",adj
vibrar,24312,to vibrate,verb
vietnamitas,24313,plural of vietnamita,noun
afrenta,24314,affront,noun
asar,24315,to roast,verb
bid,24316,,
cazo,24317,"a kind of large saucepan or saucepot, wider at top than at bottom",noun
controvertido,24318,controverted,verb
decapitado,24319,decapitated,verb
enderezar,24320,to straighten,verb
guatemalteca,24321,female equivalent of guatemalteco,noun
incredulidad,24322,incredulity,noun
mclaren,24323,,
preservativos,24324,plural of preservativo,noun
siguiéndome,24325,following,verb
subirlo,24326,to go up or come up,verb
suscita,24327,he provokes; she provokes; it provokes,verb
ventanillas,24328,plural of ventanilla,noun
abandonaría,24329,I would abandon,verb
abonados,24330,masculine plural of abonado,verb
after,24331,late-night bar,noun
aquino,24332,,
charo,24333,"a stereotype of a feminist, left-wing, middle-aged woman with dyed hair, divorced or single, who lives with cats and has a somewhat stubborn personality",noun
colector,24334,collector,noun
conservarlo,24335,to conserve,verb
creerse,24336,to believe,verb
dover,24337,,
drástica,24338,feminine singular of drástico,adj
ejercitar,24339,to exercise,verb
engañosa,24340,feminine singular of engañoso,adj
estancado,24341,detained,verb
estaño,24342,tin,noun
liberará,24343,he will liberate; she will liberate; it will liberate,verb
lúgubre,24344,lugubrious,adj
macabro,24345,macabre,adj
mezquina,24346,he skimps; she skimps; it skimps,verb
ordenados,24347,masculine plural of ordenado,verb
piñata,24348,piñata (doll filled with candy),noun
quitarán,24349,they will remove,verb
reanimación,24350,reanimation,noun
sonreir,24351,,
tertulias,24352,you get together,verb
triunfó,24353,he triumphed; she triumphed; it triumphed,verb
yéndose,24354,going,verb
aburriendo,24355,boring,verb
afirmarse,24356,to state,verb
caoba,24357,mahogany (color/colour),noun
cerrarla,24358,to close,verb
deseabas,24359,you wished,verb
dispararles,24360,to shoot,verb
fetiche,24361,fetish (something that is believed to possess magical powers),noun
gordillo,24362,,
inaccesible,24363,"inaccessible, unapproachable",adj
jarras,24364,plural of jarra,noun
lavas,24365,you wash,verb
logia,24366,lodge (Freemasons),noun
protegerle,24367,to protect,verb
provenza,24368,,
rectangular,24369,rectangular,adj
riesgoso,24370,"risky, dangerous",adj
baña,24371,bathing area (for animals),noun
climáticas,24372,feminine plural of climático,adj
cuclillas,24373,plural of cuclilla,noun
cuéllar,24374,,
desapareces,24375,you disappear,verb
escucharía,24376,I would listen to,verb
eventualidad,24377,eventuality,noun
exclusivas,24378,plural of exclusiva,noun
fundición,24379,"smelting, melting, casting",noun
grava,24380,gravel,noun
juristas,24381,plural of jurista,noun
kings,24382,,
llamarían,24383,they would summon,verb
pesquisas,24384,you investigate,verb
reí,24385,I laughed,verb
sociológico,24386,sociological,adj
óyeme,24387,I hear,verb
agradar,24388,to please,verb
animando,24389,inspiring,verb
asemeja,24390,he makes similar; she makes similar; it makes similar,verb
cazan,24391,they hunt,verb
chocan,24392,they crash,verb
cloruro,24393,chloride,noun
concubina,24394,concubine,noun
desalojar,24395,to vacate,verb
dramáticamente,24396,dramatically,adv
eutanasia,24397,euthanasia,noun
god,24398,"fire; cool, amazing; excellent",adj
hazmerreír,24399,laughingstock,noun
suegros,24400,plural of suegro,noun
agropecuario,24401,agriculture and cattle raising,adj
anhelos,24402,plural of anhelo,noun
argumentando,24403,arguing,verb
atenea,24404,,
basilio,24405,,
brujos,24406,plural of brujo,noun
capitalización,24407,capitalization,noun
catastrófico,24408,catastrophic (being a catastrophe),adj
colgaron,24409,they hanged,verb
