lemma,rank,translation_pass1,translation_pass2,translation_final,pos_final,flags_pass1,flags_pass2,pass,repaired
escalofriante,14655,chilling,,chilling,adj,,,1,False
maravillosamente,14658,marvelously,,marvelously,adv,,,1,False
párroco,14659,priest,,priest,noun,,,1,False
temible,14664,fearful; fearsome,,fearful; fearsome,adj,,,1,False
manifestar,14667,to manifest,,to manifest,verb,,,1,False
profesorado,14668,teachers; teaching team; teaching staff,,teachers; teaching team; teaching staff,noun,,,1,False
soberbia,14669,haughtiness,,haughtiness,noun,,,1,False
atacante,14670,attacking,,attacking,adj,,,1,False
bacteria,14671,bacterium,,bacterium,noun,,,1,False
danés,14672,Danish,,Danish,adj,,,1,False
tocará,14675,he will touch; she will touch; it will touch,,he will touch; she will touch; it will touch,verb,,,1,False
traeremos,14676,we will bring,,we will bring,verb,,,1,False
costaría,14677,I would cost,,I would cost,verb,,,1,False
entregarle,14678,to deliver,,to deliver,verb,,,1,False
retaguardia,14679,rearguard,,rearguard,noun,,,1,False
delfín,14681,dolphin,,dolphin,noun,,,1,False
vibración,14682,vibration,,vibration,noun,,,1,False
coleccionista,14683,collector,,collector,noun,,,1,False
comerte,14684,to eat,,to eat,verb,,,1,False
considerarlo,14685,to consider,,to consider,verb,,,1,False
deliciosos,14687,luscious; delicious; delectable,,luscious; delicious; delectable,adj,,,1,False
urgentemente,14690,urgently,,urgently,adv,,,1,False
extremas,14691,dire; extreme,,dire; extreme,adj,,,1,False
hidalgo,14692,noble,,noble,adj,,,1,False
pacheco,14693,stoner; pothead; weedhead,,stoner; pothead; weedhead,noun,,,1,False
apasionada,14694,passionate,,passionate,adj,,,1,False
descendiente,14697,descendant,,descendant,noun,,,1,False
pagados,14699,paid,,paid,adj,,,1,False
progresivo,14700,progressive,,progressive,adj,,,1,False
apreciación,14701,appreciation,,appreciation,noun,,,1,False
ciclista,14703,biker; cyclist,,biker; cyclist,noun,,,1,False
imaginarse,14706,to imagine,,to imagine,verb,,,1,False
impunidad,14707,impunity,,impunity,noun,,,1,False
místico,14708,mystical,,mystical,adj,,,1,False
táctico,14710,tactical,,tactical,adj,,,1,False
activamente,14711,actively,,actively,adv,,,1,False
bribón,14712,mischievous,,mischievous,adj,,,1,False
carmela,14713,of A.D. Carmelita,,of A.D. Carmelita,adj,,,1,False
conocerá,14714,he will know; she will know; it will know,,he will know; she will know; it will know,verb,,,1,False
despiertos,14715,awake,,awake,adj,,,1,False
primitivos,14717,primitive,,primitive,adj,,,1,False
defenderme,14719,to defend,,to defend,verb,,,1,False
incierto,14721,uncertain,,uncertain,adj,,,1,False
prestación,14724,service,,service,noun,,,1,False
callados,14725,quiet; silent,,quiet; silent,adj,,,1,False
desafiar,14726,to challenge,,to challenge,verb,,,1,False
desierta,14727,desert,,desert,adj,,,1,False
fracasar,14728,to fail,,to fail,verb,,,1,False
caluroso,14730,very hot; to a greater extent than caliente,,very hot; to a greater extent than caliente,adj,,,1,False
embarque,14731,loading; boarding,,loading; boarding,noun,,,1,False
mayonesa,14732,mayonnaise,,mayonnaise,noun,,,1,False
avisarle,14734,to tell,,to tell,verb,,,1,False
emocionados,14735,moved; excited; enthused,,moved; excited; enthused,adj,,,1,False
membrana,14737,membrane,,membrane,noun,,,1,False
predominio,14738,ascendancy; predominion; predominance,,ascendancy; predominion; predominance,noun,,,1,False
venderla,14739,to sell,,to sell,verb,,,1,False
campeona,14741,champ; champion,,champ; champion,noun,,,1,False
merecer,14742,to deserve,,to deserve,verb,,,1,False
porte,14744,carriage; carrying,,carriage; carrying,noun,,,1,False
canguro,14746,kangaroo,,kangaroo,noun,,,1,False
cerda,14747,sow,,sow,noun,,,1,False
moderación,14749,moderation,,moderation,noun,,,1,False
prematuro,14754,early; premature,,early; premature,adj,,,1,False
probaré,14755,I will prove,,I will prove,verb,,,1,False
valenciano,14756,Valencian,,Valencian,adj,,,1,False
autonómicas,14757,autonomous,,autonomous,adj,,,1,False
infantes,14759,infant,,infant,noun,,,1,False
jurídicos,14760,juridical,,juridical,adj,,,1,False
metálica,14761,metallic,,metallic,adj,,,1,False
muchedumbre,14762,crowd,,crowd,noun,,,1,False
quesos,14764,cheese,,cheese,noun,,,1,False
rebeldía,14765,rebelliousness,,rebelliousness,noun,,,1,False
estrechamente,14767,narrowly,,narrowly,adv,,,1,False
tirarlo,14769,to throw,,to throw,verb,,,1,False
usarlos,14770,to use,,to use,verb,,,1,False
animada,14771,inspired,,inspired,adj,,,1,False
clemencia,14773,mercy; clemency,,mercy; clemency,noun,,,1,False
contribuciones,14774,contribution,,contribution,noun,,,1,False
invitas,14777,I invite,,I invite,adj,,,1,False
bronceado,14779,tanned; suntanned,,tanned; suntanned,adj,,,1,False
depresivo,14780,depressive,,depressive,adj,,,1,False
prescripción,14782,prescription; mandate or guidance,,prescription; mandate or guidance,noun,,,1,False
usadas,14785,used,,used,adj,,,1,False
variante,14786,varying,,varying,adj,,,1,False
flote,14787,floatation,,floatation,noun,,,1,False
resaltar,14790,to bounce,,to bounce,verb,,,1,False
revolver,14791,to stir,,to stir,verb,,,1,False
balística,14793,ballistics,,ballistics,noun,,,1,False
estática,14795,statics,,statics,noun,,,1,False
gatita,14797,kitten,,kitten,noun,,,1,False
intensos,14798,strong; intense,,strong; intense,adj,,,1,False
librar,14800,to save,,to save,verb,,,1,False
sencillos,14802,plain,,plain,adj,,,1,False
colecciones,14803,collection,,collection,noun,,,1,False
encargar,14804,to entrust,,to entrust,verb,,,1,False
hágase,14805,he does; she does; it does,,he does; she does; it does,verb,,,1,False
jaleo,14806,ruckus; uproar,,ruckus; uproar,noun,,,1,False
cinematográfico,14808,cinematographic,,cinematographic,adj,,,1,False
especialidades,14809,speciality,,speciality,noun,,,1,False
inmersión,14811,immersion,,immersion,noun,,,1,False
mordida,14812,bite,,bite,noun,,,1,False
vocero,14813,spokesman,,spokesman,noun,,,1,False
zurdo,14814,left-handed,,left-handed,adj,,,1,False
apellidos,14815,surname; last name,,surname; last name,noun,,,1,False
dolido,14817,hurt,,hurt,adj,,,1,False
matadero,14820,abattoir; slaughterhouse,,abattoir; slaughterhouse,noun,,,1,False
penes,14821,penis,,penis,noun,,,1,False
abertura,14822,opening,,opening,noun,,,1,False
entregaré,14824,I will deliver,,I will deliver,verb,,,1,False
pésima,14825,bad,,bad,adj,,,1,False
robarme,14826,to rob,,to rob,verb,,,1,False
anarquía,14827,anarchy,,anarchy,noun,,,1,False
eludir,14828,to circumvent,,to circumvent,verb,,,1,False
enviarte,14829,to send,,to send,verb,,,1,False
resultante,14832,resultant,,resultant,adj,,,1,False
situar,14833,to situate,,to situate,verb,,,1,False
bolsos,14835,purse,,purse,noun,,,1,False
despertarme,14836,to wake,,to wake,verb,,,1,False
despertarte,14837,to wake,,to wake,verb,,,1,False
observatorio,14839,observatory,,observatory,noun,,,1,False
pecador,14840,sinful,,sinful,adj,,,1,False
carcajadas,14841,bray; belly laugh; a guffaw or cackle,,bray; belly laugh; a guffaw or cackle,noun,,,1,False
gaza,14844,eye splice,,eye splice,noun,,,1,False
vudú,14846,voodoo,,voodoo,noun,,,1,False
borrachera,14848,drunkenness,,drunkenness,noun,,,1,False
someter,14852,to subdue,,to subdue,verb,,,1,False
súbitamente,14853,suddenly; all of a sudden,,suddenly; all of a sudden,adv,,,1,False
vagamente,14854,vaguely,,vaguely,adv,,,1,False
embajadores,14856,ambassador,,ambassador,noun,,,1,False
neuronas,14858,neuron; nerve cell,,neuron; nerve cell,noun,,,1,False
producirá,14859,he will produce; she will produce; it will produce,,he will produce; she will produce; it will produce,verb,,,1,False
blanda,14862,soft,,soft,adj,,,1,False
ecológica,14863,ecological,,ecological,adj,,,1,False
ladera,14864,slope,,slope,noun,,,1,False
autonómico,14867,autonomous,,autonomous,adj,,,1,False
exhausto,14868,exhausted,,exhausted,adj,,,1,False
infante,14869,infant,,infant,noun,,,1,False
intrusos,14870,intrusive,,intrusive,adj,,,1,False
lagunas,14871,lagoon,,lagoon,noun,,,1,False
brutalidad,14874,brutality,,brutality,noun,,,1,False
estacionar,14875,to park,,to park,verb,,,1,False
irreal,14876,unreal,,unreal,adj,,,1,False
acogedor,14879,cozy,,cozy,adj,,,1,False
caracol,14880,snail,,snail,noun,,,1,False
cardíaca,14881,cardiac,,cardiac,adj,,,1,False
permitirán,14884,they will allow,,they will allow,verb,,,1,False
acosador,14885,bullying,,bullying,adj,,,1,False
desarrollarse,14886,to develop,,to develop,verb,,,1,False
parabrisas,14887,windscreen; windshield,,windscreen; windshield,noun,,,1,False
periodos,14888,period; menstrual cycle,,period; menstrual cycle,noun,,,1,False
súbita,14889,sudden,,sudden,adj,,,1,False
despejada,14890,clear; all-clear,,clear; all-clear,adj,,,1,False
indefenso,14891,defenseless,,defenseless,adj,,,1,False
juerga,14892,spree; revel; bender; revelry,,spree; revel; bender; revelry,noun,,,1,False
mutante,14894,mutant,,mutant,adj,,,1,False
cuervos,14896,crow,,crow,noun,,,1,False
patrona,14897,patron,,patron,noun,,,1,False
romanticismo,14899,romanticism,,romanticism,noun,,,1,False
tapas,14900,lid; cap,,lid; cap,noun,,,1,False
brotes,14901,bud; sprout,,bud; sprout,noun,,,1,False
brutalmente,14902,brutally,,brutally,adv,,,1,False
ganarás,14903,you will gain,,you will gain,verb,,,1,False
soleado,14905,sunny,,sunny,adj,,,1,False
accesible,14906,accessible; approachable,,accessible; approachable,adj,,,1,False
bisturí,14907,scalpel; bistoury,,scalpel; bistoury,noun,,,1,False
condenas,14908,sentence; punishment,,sentence; punishment,noun,,,1,False
facilidades,14910,ease,,ease,noun,,,1,False
formulación,14911,formulation,,formulation,noun,,,1,False
escultor,14914,sculptor,,sculptor,noun,,,1,False
fértil,14915,fertile,,fertile,adj,,,1,False
pinche,14916,fucking; goddamned,,fucking; goddamned,adj,,,1,False
correlación,14919,correlation,,correlation,noun,,,1,False
tocarte,14921,to touch,,to touch,verb,,,1,False
torcido,14922,askew; twisted,,askew; twisted,adj,,,1,False
cavidad,14923,cavity,,cavity,noun,,,1,False
cuántica,14924,quantum,,quantum,adj,,,1,False
finalistas,14925,finalist,,finalist,noun,,,1,False
hijita,14926,daughter; female equivalent of hijo,,daughter; female equivalent of hijo,noun,,,1,False
incomprensible,14927,incomprehensible,,incomprehensible,adj,,,1,False
meterlo,14928,to put in,,to put in,verb,,,1,False
operado,14929,having had plastic surgery,,having had plastic surgery,adj,,,1,False
segundas,14931,second,,second,adj,,,1,False
absorber,14932,to absorb,,to absorb,verb,,,1,False
haberles,14933,to have,,to have,verb,,,1,False
minorías,14935,minority,,minority,noun,,,1,False
saturación,14936,saturation,,saturation,noun,,,1,False
trincheras,14937,ditch; trench,,ditch; trench,noun,,,1,False
vestimenta,14938,outfit; clothes; apparel,,outfit; clothes; apparel,noun,,,1,False
viudas,14939,widowed,,widowed,adj,,,1,False
yanqui,14940,Yankee,,Yankee,adj,,,1,False
farmacéutica,14942,pharmaceutic; pharmaceutical,,pharmaceutic; pharmaceutical,noun,,,1,False
genéticamente,14943,genetically,,genetically,adv,,,1,False
gestación,14944,gestation; pregnancy,,gestation; pregnancy,noun,,,1,False
marrones,14945,brown,,brown,adj,,,1,False
portón,14947,gate; portal,,gate; portal,noun,,,1,False
veintidós,14949,twenty-two,,twenty-two,num,,,1,False
arruinada,14950,ruined,,ruined,adj,,,1,False
hormigón,14951,concrete,,concrete,noun,,,1,False
intestinos,14952,internal; internecine,,internal; internecine,adj,,,1,False
pañal,14953,nappy; diaper,,nappy; diaper,noun,,,1,False
rubias,14954,blond,,blond,adj,,,1,False
acompañantes,14955,accompanying,,accompanying,adj,,,1,False
institutos,14957,institute,,institute,noun,,,1,False
martirio,14958,martyrdom,,martyrdom,noun,,,1,False
demandante,14959,plaintiff,,plaintiff,noun,,,1,False
incumplimiento,14960,noncompliance; nonfulfillment,,noncompliance; nonfulfillment,noun,,,1,False
llanura,14961,plain,,plain,noun,,,1,False
lujoso,14964,luxurious,,luxurious,adj,,,1,False
guiones,14966,script; scenario,,script; scenario,noun,,,1,False
coordinar,14968,to coordinate,,to coordinate,verb,,,1,False
alce,14969,elk; moose,,elk; moose,noun,,,1,False
cercanía,14970,vicinity; nearness; proximity; closeness,,vicinity; nearness; proximity; closeness,noun,,,1,False
murciélagos,14972,bat,,bat,noun,,,1,False
obsequio,14973,gift; present; offering,,gift; present; offering,noun,,,1,False
preciado,14975,precious,,precious,adj,,,1,False
cariñosa,14980,prostitute,,prostitute,noun,,,1,False
porro,14981,leek,,leek,noun,,,1,False
vello,14983,body hair; vellus hair; androgenic hair,,body hair; vellus hair; androgenic hair,noun,,,1,False
acompañará,14985,he will accompany; she will accompany; it will accompany,,he will accompany; she will accompany; it will accompany,verb,,,1,False
acordes,14986,matching; commensurate; in suit; in harmony,,matching; commensurate; in suit; in harmony,adj,,,1,False
quedaos,14988,you are,,you are,verb,,,1,False
alarmante,14990,alarming; worrying; disturbing,,alarming; worrying; disturbing,adj,,,1,False
exagerada,14991,inflated; overstated; exaggerated,,inflated; overstated; exaggerated,adj,,,1,False
impredecible,14992,unpredictable,,unpredictable,adj,,,1,False
empeñado,14995,set; hell-bent; determined; dead set,,set; hell-bent; determined; dead set,adj,,,1,False
requerido,14997,needed; required,,needed; required,adj,,,1,False
camerino,14998,dressing room,,dressing room,noun,,,1,False
proveer,15000,to provide,,to provide,verb,,,1,False
caricias,15002,caress,,caress,noun,,,1,False
hechicero,15005,wizard; magician; sorcerer,,wizard; magician; sorcerer,noun,,,1,False
microscopio,15006,microscope,,microscope,noun,,,1,False
especialización,15007,specialization,,specialization,noun,,,1,False
marítimo,15008,maritime,,maritime,adj,,,1,False
pactos,15009,pact,,pact,noun,,,1,False
avanzadas,15011,advanced,,advanced,adj,,,1,False
envenenamiento,15012,poisoning,,poisoning,noun,,,1,False
semental,15014,seeding,,seeding,adj,,,1,False
convertida,15016,converted,,converted,adj,,,1,False
estresante,15017,stressful; nerve-racking,,stressful; nerve-racking,adj,,,1,False
salado,15018,salty,,salty,adj,,,1,False
emisor,15021,emitting; that emits,,emitting; that emits,adj,,,1,False
necesitarán,15023,they will need,,they will need,verb,,,1,False
sedante,15024,sedative,,sedative,adj,,,1,False
dictado,15026,dictation,,dictation,noun,,,1,False
llamarlos,15027,to summon,,to summon,verb,,,1,False
sentaré,15028,I will seat,,I will seat,verb,,,1,False
avalancha,15030,avalanche,,avalanche,noun,,,1,False
giles,15032,dumb; naive; dummy; innocent,,dumb; naive; dummy; innocent,adj,,,1,False
pedos,15033,fart,,fart,adj,,,1,False
ucrania,15038,Ukrainian,,Ukrainian,noun,,,1,False
acabaremos,15039,we will finish,,we will finish,verb,,,1,False
británicas,15040,British,,British,adj,,,1,False
distribuidor,15041,distributor,,distributor,noun,,,1,False
machado,15042,short wood-axe,,short wood-axe,noun,,,1,False
mir,15043,resident,,resident,noun,,,1,False
desigual,15046,uneven,,uneven,adj,,,1,False
entregarse,15047,to deliver,,to deliver,verb,,,1,False
acabarás,15048,you will finish,,you will finish,verb,,,1,False
astronomía,15049,astronomy,,astronomy,noun,,,1,False
clasificados,15050,classified,,classified,adj,,,1,False
pesimista,15051,gloomy; bearish; downbeat; pessimistic,,gloomy; bearish; downbeat; pessimistic,adj,,,1,False
teología,15053,theology,,theology,noun,,,1,False
apretón,15055,pressure,,pressure,noun,,,1,False
clásicas,15056,classic; classical,,classic; classical,adj,,,1,False
densa,15057,dense; thick; heavy,,dense; thick; heavy,adj,,,1,False
desempeñar,15058,to hold,,to hold,verb,,,1,False
plateado,15060,silver-plated,,silver-plated,adj,,,1,False
hablarás,15063,you will talk,,you will talk,verb,,,1,False
sanar,15064,to cure,,to cure,verb,,,1,False
fraile,15067,friar,,friar,noun,,,1,False
jubilado,15068,retired,,retired,adj,,,1,False
paño,15071,cloth,,cloth,noun,,,1,False
aguardiente,15074,booze; liquor; hard liquor,,booze; liquor; hard liquor,noun,,,1,False
baleares,15076,to shoot,,to shoot,adj,,,1,False
enseñará,15078,he will teach; she will teach; it will teach,,he will teach; she will teach; it will teach,verb,,,1,False
eslabón,15079,link,,link,noun,,,1,False
genuino,15080,genuine,,genuine,adj,,,1,False
pasivo,15081,passive,,passive,adj,,,1,False
perdición,15082,doom; ruin; undoing; downfall,,doom; ruin; undoing; downfall,noun,,,1,False
salio,15083,Salian,,Salian,adj,,,1,False
