lemma,rank,translation,pos
decisivos,21633,decisive,Adjective
engañaba,21634,I tricked,Verb
entrever,21635,to glimpse,Verb
estudiada,21636,studied; learned,Adjective
estéreo,21637,stereo,Adjective
guardarropa,21638,coatroom; cloakroom; checkroom; coat check,Noun
introducen,21639,they insert,Verb
juzgo,21640,I judge,Verb
nuria,21641,,
planchas,21642,iron,Noun
puntualidad,21643,punctuality,Noun
ras,21644,evenness; levelness,Noun
safari,21645,,
sospechosas,21646,fishy; shady; suspect; suspicious,Adjective
trazos,21647,line; outline,Noun
viagra,21648,,
vicepresidencia,21649,vice-presidency,Noun
étnica,21650,ethnic,Adjective
aciertos,21651,correct answer,Noun
aguilera,21652,eyrie; the nest of an eagle,Noun
arruinas,21653,you ruin,Verb
asomó,21654,he showed; she showed; it showed,Verb
botánico,21655,botanic; botanical,Adjective
brillantez,21656,brilliance,Noun
comenzaban,21657,they began,Verb
escasamente,21658,sparsely; scantily,Adverb
facilitado,21659,facilitated,Verb
facilitan,21660,they facilitate,Verb
metálicas,21661,metallic,Adjective
portadas,21662,portal,Noun
pícaro,21663,lacking honor,Adjective
refinería,21664,refinery,Noun
remera,21665,rower; oarsman,Noun
saltas,21666,you jump,Verb
sensiblemente,21667,perceptively,Adverb
tenencia,21668,tenancy; occupancy; possession,Noun
turbulencia,21669,turbulence,Noun
óvulo,21670,ovule,Noun
acostumbras,21671,you accustom,Verb
activó,21672,he activated; she activated; it activated,Verb
acumulan,21673,they accumulate,Verb
atribuido,21674,assigned,Verb
cabalgando,21675,mounting an animal,Verb
congela,21676,you freeze,Verb
fresno,21677,ash tree,Noun
jodiste,21678,you annoyed,Verb
madurado,21679,matured,Verb
mandarlo,21680,to send,Verb
págs,21681,p,Noun
quedase,21682,I was,Verb
quemo,21683,I burn,Verb
saltamos,21684,we jumped,Verb
sepulcro,21685,sepulchre,Noun
sinvergüenzas,21686,brazen; shameless,Adjective
tickets,21687,receipt,Noun
bandejas,21688,tray; platter,Noun
criaron,21689,they reared or raise,Verb
envases,21690,jar; bottle,Noun
face,21691,,
folios,21692,,
hidratos,21693,hydrate,Noun
ilustra,21694,you illustrate,Verb
impune,21695,scot-free; unpunished,Adjective
pagarla,21696,to pay,Verb
richter,21697,,
roedores,21698,gnawing,Adjective
topé,21699,I came across,Verb
aceptarán,21700,they will accept,Verb
acompañarlo,21701,to accompany,Verb
aparecerán,21702,they will appear,Verb
calixto,21703,,
catéter,21704,catheter,Noun
ciro,21705,,
complementaria,21706,complementary,Adjective
descuidada,21707,neglected,Adjective
desecho,21708,waste; trash,Noun
disputar,21709,to dispute,Verb
estupefacientes,21710,narcotic,Adjective
incorporan,21711,they incorporate,Verb
maximiliano,21712,,
merengue,21713,meringue,Noun
portillo,21714,gate,Noun
refugiarse,21715,to shelter,Verb
renovables,21716,renewable,Adjective
reunía,21717,I gathered,Verb
solidario,21718,caring; solidary; sympathetic to,Adjective
sosiego,21719,calm; peace,Noun
suavizar,21720,to soften,Verb
vá,21721,,
adjetivo,21722,adjectival,Adjective
cableado,21723,cabling,Noun
contingencia,21724,contingency,Noun
diabético,21725,diabetic,Adjective
envoltorio,21726,wrapper; wrapping,Noun
esporas,21727,spore,Noun
faciales,21728,,
inframundo,21729,underworld,Noun
pareciendo,21730,seeming,Verb
presidir,21731,to preside,Verb
pronunciarse,21732,to pronounce,Verb
protones,21733,proton,Noun
recibiré,21734,I will receive,Verb
sabiamente,21735,wisely,Adverb
vítores,21736,long live,Noun
aceptables,21737,palatable; acceptable,Adjective
cubrirlo,21738,to cover,Verb
diversificación,21739,diversification,Noun
gratuitamente,21740,gratuitously; without basis or cause,Adverb
jota,21741,jot; iota,Noun
marías,21742,magpie,Noun
perdonaría,21743,I would pardon,Verb
pita,21744,century plant,Noun
predecesor,21745,predecessor,Noun
recibas,21746,you receive,Verb
reembolso,21747,refund; reimbursement,Noun
rumano,21748,Romanian,Adjective
temporizador,21749,timer,Noun
alejate,21750,,
analizan,21751,they analyze,Verb
belgas,21752,Belgian,Adjective
caótico,21753,chaotic; shambolic,Adjective
colaterales,21754,collateral,Adjective
congeladas,21755,frozen,Adjective
encontrarlas,21756,to meet,Verb
enseñarnos,21757,to teach,Verb
equivocarme,21758,to mistake,Verb
escocesa,21759,Scotswoman,Noun
expo,21760,exposition,Noun
falsificar,21761,to falsify,Verb
invocar,21762,to invoke,Verb
mosqueteros,21763,musketeer,Noun
ofreciste,21764,you offered,Verb
sumando,21765,addend,Noun
taiwán,21766,,
vikingos,21767,viking,Adjective
agarraste,21768,you holded on,Verb
comunicador,21769,communicator,Noun
consentir,21770,to consent,Verb
documentado,21771,documented; of record,Adjective
duffy,21772,,
factoría,21773,factory,Noun
galván,21774,,
localizarlo,21775,to find,Verb
matorrales,21776,brush; scrub,Noun
mezclarse,21777,to mix,Verb
multiplican,21778,they multiply,Verb
obstinada,21779,willful; stubborn; obstinate,Adjective
ofelia,21780,,
perjudicado,21781,victim,Noun
triunfador,21782,triumphant,Adjective
alcantarillado,21783,sewerage; sewer system,Noun
ambiguo,21784,ambiguous,Adjective
calmantes,21785,relaxing; soothing,Adjective
continúo,21786,I continue,Verb
correré,21787,I will run,Verb
demográfico,21788,demographic,Adjective
els,21789,,
enseñamos,21790,we teached,Verb
espagueti,21791,spaghetti,Noun
fijamos,21792,we fixed,Verb
gansos,21793,stupid; slow-witted,Adjective
milicias,21794,army,Noun
olivares,21795,olive color,Adjective
olmedo,21796,,
organizaron,21797,they organized,Verb
pedal,21798,drunkenness,Noun
progresado,21799,progressed,Verb
salvadoreño,21800,Salvadoran,Adjective
subiste,21801,you raised,Verb
tranquilizar,21802,to calm,Verb
arrojan,21803,they throw,Verb
colateral,21804,collateral,Adjective
conscientemente,21805,consciously,Adverb
escuadrones,21806,squadron,Noun
indurain,21807,,
inofensiva,21808,harmless; innocuous,Adjective
inspecciones,21809,inspection,Noun
inventaste,21810,you invented,Verb
pintalabios,21811,lipstick,Noun
remisión,21812,remission,Noun
requerirá,21813,he will require; she will require; it will require,Verb
scooter,21814,,
solemnidad,21815,solemnity,Noun
andante,21816,errant; walking; who roams; who wanders,Adjective
anticipar,21817,to bring forward,Verb
arruinados,21818,ruined,Adjective
automáticas,21819,automatic,Adjective
automáticos,21820,automatic,Adjective
bañarme,21821,to bathe,Verb
colo,21822,I sift,Verb
comunicados,21823,statement; communiqué,Noun
cumples,21824,birthday,Noun
decidiré,21825,I will decide,Verb
estimados,21826,dear,Adjective
inflexible,21827,,
interceptar,21828,to intercept,Verb
orquestas,21829,orchestra,Noun
pau,21830,,
reducidas,21831,reduced,Adjective
repeticiones,21832,repetition,Noun
retrasó,21833,he delayed; she delayed; it delayed,Verb
saltaron,21834,they jumped,Verb
significante,21835,significant,Adjective
sueno,21836,I sound,Verb
vergonzosa,21837,shameful,Adjective
astillero,21838,boatmaking,Adjective
carretas,21839,cart; dray,Noun
cenaremos,21840,we will dine,Verb
competitivos,21841,competitive,Adjective
confundirse,21842,to confuse,Verb
contribuyente,21843,contributor,Noun
coágulo,21844,clot,Noun
demostraciones,21845,demonstration,Noun
divulgar,21846,to divulge,Verb
embarazos,21847,pregnancy; childbearing,Noun
espérate,21848,you hope,Verb
extrañaste,21849,you missed,Verb
grs,21850,,
invadiendo,21851,invading,Verb
pagano,21852,pagan,Adjective
parches,21853,patch,Noun
pusieras,21854,you put,Verb
puzzle,21855,,
ambiciosos,21856,ambitious,Adjective
asignaron,21857,they assigned,Verb
avioneta,21858,light aircraft,Noun
cachemira,21859,cashmere,Noun
contradictorio,21860,contradictory,Adjective
cuidamos,21861,we looked after,Verb
deshace,21862,he undoes; she undoes; it undoes,Verb
devenir,21863,to become,Verb
envoltura,21864,wrap,Noun
estupendas,21865,stupendous,Adjective
fracasa,21866,you fail,Verb
huracanes,21867,hurricane,Noun
investidura,21868,investiture; inauguration,Noun
marginación,21869,marginalization,Noun
monet,21870,,
provocados,21871,caused; stemming; brought about,Adjective
renos,21872,caribou; reindeer,Noun
temí,21873,I feared,Verb
viajé,21874,I traveled,Verb
yacimiento,21875,deposit; field or formation,Noun
alabanzas,21876,praise,Noun
aritmética,21877,arithmetic,Noun
caga,21878,you shit,Verb
combatiendo,21879,combating or fight,Verb
etiopía,21880,,
generada,21881,created; produced; generated,Adjective
guion,21882,script; scenario,Noun
liberarte,21883,to liberate,Verb
lic,21884,bachelor,Noun
meridional,21885,southern,Adjective
prometen,21886,they promise,Verb
reproducirse,21887,to reproduce,Verb
respetables,21888,respectable,Adjective
viceministro,21889,vice minister,Noun
víboras,21890,viper; adder,Noun
cláusulas,21891,clause,Noun
cobras,21892,you charge,Verb
cogida,21893,harvest,Noun
desembarcar,21894,to disembark,Verb
esperaron,21895,they hoped,Verb
excrementos,21896,excrement,Noun
hostal,21897,hostel; cheap hotel,Noun
remotas,21898,remote; far-flung,Adjective
romperlo,21899,to break,Verb
sindicalismo,21900,syndicalism,Noun
tapete,21901,rug; runner; carpet,Noun
turín,21902,,
ultimas,21903,you finalize,Verb
venderlos,21904,to sell,Verb
causaría,21905,I would cause,Verb
celebraba,21906,I celebrated,Verb
conectan,21907,they connect,Verb
dedicamos,21908,we dedicated,Verb
excavaciones,21909,excavation,Noun
greco,21910,Greek; Grecian,Adjective
historieta,21911,anecdote,Noun
informará,21912,he will inform; she will inform; it will inform,Verb
inmensamente,21913,hugely; immensely,Adverb
joselito,21914,,
lanzo,21915,I throw,Verb
penitenciaría,21916,penitentiary,Noun
pintan,21917,they paint,Verb
sabrían,21918,they would know,Verb
silbar,21919,to whistle,Verb
simpatías,21920,sympathy,Noun
tocaría,21921,I would touch,Verb
triunfante,21922,triumphant,Adjective
básquetbol,21923,basketball,Noun
calificados,21924,qualified,Adjective
cauteloso,21925,chary; cagey; cautious; gingerly,Adjective
connotaciones,21926,connotation,Noun
discutió,21927,he discussed; she discussed; it discussed,Verb
entablar,21928,to initiate,Verb
incursiones,21929,raid; incursion,Noun
llanta,21930,wheelrim; tyre rim,Noun
mereció,21931,he deserved; she deserved; it deserved,Verb
oposiciones,21932,opposition,Noun
paraguayo,21933,Paraguayan,Adjective
repetida,21934,repeated,Adjective
sumarse,21935,to add,Verb
trasplantes,21936,transplant,Noun
columpio,21937,swing,Noun
conciliación,21938,settlement; conciliation; reconciliation,Noun
confirmando,21939,someone undergoing confirmation,Noun
corregidos,21940,corrected,Adjective
despertarlo,21941,to wake,Verb
existencias,21942,existence,Noun
largamos,21943,we chased away,Verb
novillos,21944,young ox; young bull,Noun
praderas,21945,pasture,Noun
resguardo,21946,receipt,Noun
semifinal,21947,semi-final,Noun
sorprendes,21948,you surprise,Verb
adquisitivo,21949,acquisitive,Adjective
borrón,21950,blot; smudge,Noun
budismo,21951,Buddhism,Noun
cervical,21952,,
cultiva,21953,you cultivate,Verb
deletrear,21954,to spell,Verb
emprendió,21955,he undertaked; she undertaked; it undertaked,Verb
examinó,21956,he examined; she examined; it examined,Verb
grimes,21957,,
lubricante,21958,lubricant,Noun
mostraremos,21959,we will show,Verb
polígono,21960,polygon,Noun
tampa,21961,,
tememos,21962,we have an obsession,Verb
arn,21963,,
asigna,21964,you assign,Verb
cinematografía,21965,cinematography,Noun
clandestinos,21966,clandestine,Adjective
cosechar,21967,to harvest,Verb
herejía,21968,heresy,Noun
humillada,21969,humiliated,Adjective
inservible,21970,useless; unserviceable; good for nothing,Adjective
leonel,21971,,
lógicas,21972,logical,Adjective
muletas,21973,crutch,Noun
party,21974,festivity; celebration,Noun
premiado,21975,awarded; prizewinning; award-winning,Adjective
representativos,21976,representative,Adjective
utilizará,21977,he will use; she will use; it will use,Verb
abuelas,21978,grandmother; female equivalent of abuelo,Noun
ambulantes,21979,ambulant; travelling,Adjective
analizó,21980,he analyzed; she analyzed; it analyzed,Verb
bucal,21981,buccal,Adjective
cogerle,21982,to take,Verb
condecorado,21983,decorated,Verb
disfrutamos,21984,we enjoyed,Verb
eficazmente,21985,effectively; effectually,Adverb
estafadores,21986,conman; swindler,Noun
gérard,21987,,
melones,21988,melon,Noun
nexo,21989,link; nexus; connection,Noun
pavor,21990,fear; dread; fright,Noun
seiscientos,21991,six hundred,Number
utilizarla,21992,to use,Verb
blindados,21993,armoured,Adjective
canso,21994,withering,Adjective
desmontar,21995,to dismantle,Verb
hipócritas,21996,hypocritical,Adjective
legiones,21997,legion,Noun
mecánicas,21998,mechanical,Adjective
protagonizado,21999,stared in,Verb
adultas,22000,adult,Adjective
afectaría,22001,I would affect,Verb
arrendamiento,22002,lease; rental; leasing,Noun
conocerán,22003,they will know,Verb
entusiasma,22004,you excite,Verb
favorecido,22005,favored; favorite; frontrunner,Noun
glaciar,22006,glacier,Noun
inmensas,22007,immense,Adjective
inmóviles,22008,still; immobile; unmoving; motionless,Adjective
patriótica,22009,patriotic,Adjective
pelucas,22010,wig,Noun
profecías,22011,prophecy,Noun
profesionalidad,22012,professionalism,Noun
saavedra,22013,,
titanes,22014,titan,Noun
amorosos,22015,amorous,Adjective
arrasar,22016,to level,Verb
calumnias,22017,libel; slander; calumny; aspersion,Noun
camarógrafo,22018,cameraman; camera operator,Noun
ciegamente,22019,blindly,Adverb
concedo,22020,I grant,Verb
criolla,22021,in 6; 8 time; a style of music from Cuba,Noun
defraudado,22022,defrauded,Verb
etarra,22023,ETA; of ETA,Adjective
gemido,22024,moan; groan,Noun
grillos,22025,irons; shackles,Noun
inagotable,22026,inexhaustible,Adjective
monada,22027,action of a monkey,Noun
ordinarios,22028,ordinary; standard,Adjective
parecéis,22029,you seem,Verb
planeamiento,22030,planning,Noun
quinientas,22031,five hundred,Number
acortar,22032,to shorten,Verb
agudas,22033,sharp; acute; pointed,Adjective
alfaro,22034,,
coto,22035,preserve; land preserve; wildlife preserve,Noun
dolorosos,22036,painful,Adjective
guardabosques,22037,gamekeeper; game warden,Noun
intocable,22038,untouchable,Adjective
marcaron,22039,they marked,Verb
obrar,22040,to act,Verb
pacientemente,22041,patiently,Adverb
pasivos,22042,passive,Adjective
patrañas,22043,tall tale,Noun
reproducen,22044,they reproduce,Verb
segun,22045,,
soportas,22046,you bear,Verb
aguardaba,22047,I waited,Verb
anticuada,22048,antiquated,Adjective
ató,22049,he tied; she tied; it tied,Verb
ciudadela,22050,citadel,Noun
eros,22051,sexual desire,Noun
fragmentación,22052,fragmentation,Noun
infectadas,22053,infected,Adjective
informo,22054,I inform,Verb
inherente,22055,inherent,Adjective
insumos,22056,consumables; consumer goods,Noun
internamente,22057,inside; within; internally,Adverb
magdalenas,22058,madeleine,Noun
mojadas,22059,wet,Adjective
participaciones,22060,participation,Noun
quincena,22061,a period of fifteen days,Noun
sevillano,22062,Sevillan; Sevillian,Adjective
sigilo,22063,sigil,Noun
visionario,22064,visionary,Adjective
abarcar,22065,to include,Verb
bañar,22066,to bathe,Verb
consisten,22067,they consist of,Verb
cuidaría,22068,I would look after,Verb
estropeó,22069,he ruined; she ruined; it ruined,Verb
fallamos,22070,we fail,Verb
falle,22071,he fails; she fails; it fails,Verb
finalista,22072,finalist,Noun
inundado,22073,flooded; inundated,Adjective
malibú,22074,,
recorren,22075,they tour,Verb
sobresalientes,22076,outstanding,Adjective
sumaron,22077,they added,Verb
terceras,22078,third,Adjective
arqueólogo,22079,archeologist,Noun
arévalo,22080,,
atrevimiento,22081,boldness,Noun
barbería,22082,barbershop,Noun
circunferencia,22083,circumference,Noun
clonación,22084,cloning,Noun
cocidas,22085,cooked; boiled,Adjective
continuando,22086,continuing,Verb
contornos,22087,contour; outline; boundary,Noun
correspondido,22088,corresponded to,Verb
electrónicas,22089,electronic,Adjective
evitarse,22090,to avoid,Verb
fernanda,22091,,
godoy,22092,,
