rank,lemma,word,old_sentence,failure_reason
21807,indurain,indurain,Tour de francia miguel indurain españa gana su cuarto tour consecutivo.,retrieved_raw
21808,inofensiva,inofensiva,Un poco de diversión inofensiva.,retrieved_raw
21810,inventaste,inventaste,No le gustó mucho eso de la demolición que inventaste en el pueblo.,retrieved_raw
21813,requerirá,requerirá,Este plan requerirá la aprobación de la dirección del patronato.,retrieved
21814,scooter,scooter,La señora de la comida scooter estaba de nuevo ahí hoy.,retrieved_raw
21816,andante,andante,Tu caballero andante ya está aquí.,retrieved_raw
21818,arruinados,arruinados,Parece que no estamos tan arruinados.,retrieved_raw
21819,automáticas,automáticas,H notificación de la imposición de sanciones automáticas.,retrieved_raw
21820,automáticos,automáticos,Tenían recibo de los cajeros automáticos de su compañía.,retrieved_raw
21821,bañarme,bañarme,No puedes llevarme en limusina ni bañarme en brillantes.,retrieved_raw
21822,colo,colo,Más tarde fue nombrado en honor del líder mapuche colo colo.,retrieved_raw
21824,cumples,cumples,A veces si trabajas duro cumples tu sueño.,retrieved_raw
21825,decidiré,decidiré,Yo decidiré qué hacer con mi hijo.,retrieved_raw
21826,estimados,estimados,El presidente estimados colegas son las horas.,retrieved_raw
21827,inflexible,inflexible,Se enfrenta a la realidad inflexible.,retrieved_raw
21829,orquestas,orquestas,Gary karr ha tocado en prestigiosas orquestas en todo el mundo como.,dangling_function_word
21830,pau,pau,De pau claris de la seu d urgell.,retrieved_raw
21831,reducidas,reducidas,En primer lugar las dimensiones del sector de la agricultura biológica eran por ahora reducidas.,retrieved_raw
21834,saltaron,saltaron,Se me saltaron las lágrimas.,retrieved_raw
21836,sueno,sueno,No me gusta cómo sueno esto simon.,retrieved_raw
21837,vergonzosa,vergonzosa,Deja que te salve de una negociación vergonzosa.,retrieved_raw
21838,astillero,astillero,Menos que en el astillero lo admito.,retrieved
21840,cenaremos,cenaremos,No entiendo por qué no cenaremos con tu familia esta noche.,retrieved_raw
21841,competitivos,competitivos,Tenemos que ser más competitivos.,retrieved_raw
21842,confundirse,confundirse,Veo que puede confundirse y no saber cuál es su verdadera casa.,retrieved_raw
21846,divulgar,divulgar,Lo siento pero no puedo divulgar información personal.,retrieved
21847,embarazos,embarazos,Dikambayeva kazajstán dice que los abortos constituyen un del número total de embarazos.,retrieved
21848,espérate,espérate,Espérate de verdad que trabajé en esto.,retrieved_raw
21849,extrañaste,extrañaste,No tú no me extrañaste.,retrieved_raw
21850,grs,grs,,manual review needed
21852,pagano,pagano,En todo caso tú pagano.,retrieved_raw
21854,pusieras,pusieras,No me puedo creer que te pusieras enfermo.,retrieved_raw
21856,ambiciosos,ambiciosos,Podríamos haber sido más ambiciosos realmente.,retrieved_raw
21857,asignaron,asignaron,En ese año se asignaron millones de dólares a este programa.,retrieved_raw
21860,contradictorio,contradictorio,Opinión no es algo contradictorio.,retrieved_raw
21862,deshace,deshace,Mientras tanto por qué no deshace las maletas.,retrieved_raw
21863,devenir,devenir,Es el devenir de la ciudad.,retrieved_raw
21864,envoltura,envoltura,Es lo mismo que está bajo la envoltura.,retrieved
21865,estupendas,estupendas,Por las estupendas cosechas que están por venir.,retrieved_raw
21866,fracasa,fracasa,En bolivia fracasa un golpe de estado de la derecha.,retrieved_raw
21867,huracanes,huracanes,No ha habido huracanes ni tornados en la zona.,retrieved
21869,marginación,marginación,Prevención de la marginación social en la educación.,retrieved
21870,monet,monet,Hola has podido ver los resultados de densidad del monet.,retrieved_raw
21871,provocados,provocados,No sé si fueron provocados.,retrieved_raw
21872,renos,renos,Es por eso que los renos derribado abuela.,retrieved
21873,temí,temí,Todo este tiempo temí olvidarme de tomarla.,retrieved_raw
21874,viajé,viajé,Así que al día siguiente compré un pasaje y viajé a los ángeles.,retrieved_raw
21875,yacimiento,yacimiento,Objeto realizar el proyecto el yacimiento del turismo azul.,retrieved
21876,alabanzas,alabanzas,A pesar de las alabanzas me veo.,retrieved
21878,caga,caga,La madre de dios se caga en vosotros.,retrieved_raw
21880,etiopía,etiopía,Es realmente una medalla del emperador de etiopía.,retrieved_raw
21881,generada,generada,De dónde sale el dinero para pagar la deuda generada.,retrieved_raw
21882,guion,guion,En el punto reglamento ce no de la comisión se añade el guion siguiente.,retrieved
21883,liberarte,liberarte,No quieres antagonizarme no cuando estoy aquí para liberarte.,retrieved_raw
21884,lic,lic,Lic en administración de tecnologías de la información.,retrieved
21885,meridional,meridional,Oficina del representante personal del secretario general para el líbano meridional.,retrieved_raw
21887,reproducirse,reproducirse,Necesita un macho para reproducirse.,retrieved_raw
21888,respetables,respetables,No creo que las mujeres respetables hagan eso princesa.,retrieved_raw
21891,cláusulas,cláusulas,Se usa también para invocar las cláusulas de revisión salarial.,retrieved
21892,cobras,cobras,Tengo un poco de dinero escondido quiero saber cuánto cobras.,retrieved_raw
21893,cogida,cogida,Vamos a conseguir la cogida de aquí.,retrieved_raw
21895,esperaron,esperaron,Todos esperaron que el experimento resultaría en un fracaso.,retrieved_raw
21898,remotas,remotas,Al fin y al cabo las probabilidades son muy remotas.,retrieved_raw
21899,romperlo,romperlo,Todo el mundo a romperlo.,retrieved_raw
21902,turín,turín,Corea del norte en los juegos olímpicos de turín.,retrieved
21903,ultimas,ultimas,En el correr de las ultimas semanas.,retrieved_raw
21904,venderlos,venderlos,Estoy seguro que podré venderlos bastante rápido.,retrieved_raw
21905,causaría,causaría,No crees que eso causaría problemas.,retrieved_raw
21909,excavaciones,excavaciones,Las cosas que ellos encontraron en las excavaciones.,retrieved
21910,greco,greco,El pensamiento antiguo historia de la filosofía greco romana.,retrieved_raw
21912,informará,informará,En todos los casos se informará al representante legal de los trabajadores.,retrieved
21915,lanzo,lanzo,Creo que lanzo como una niña.,retrieved_raw
21916,penitenciaría,penitenciaría,Fue condenado a cinco años y enviado a la penitenciaría.,retrieved_raw
21917,pintan,pintan,Seguro que las matemáticas no pintan nada en los páramos.,retrieved
21920,simpatías,simpatías,En esta instancia mis simpatías están en el lado contrario a la ley.,retrieved
21921,tocaría,tocaría,Por qué alguien tocaría a estas horas.,retrieved_raw
21922,triunfante,triunfante,Arte y arquitectura en la época del capitalismo triunfante.,retrieved_raw
21923,básquetbol,básquetbol,No me gusta el básquetbol.,retrieved
21924,calificados,calificados,Así que no lo sé si están calificados para ser buenos días.,retrieved_raw
21925,cauteloso,cauteloso,No veo que haya que ser cauteloso sobre eso.,retrieved_raw
21927,discutió,discutió,Es por eso que joseph discutió contigo.,retrieved_raw
21929,incursiones,incursiones,Tu amigo de la niñez responsable de un montón de previas incursiones.,retrieved
21930,llanta,llanta,Creo que es una llanta.,retrieved
21931,mereció,mereció,Creo que la publicidad mereció la pena después de todo.,retrieved_raw
21932,oposiciones,oposiciones,Prácticas de análisis gramatical para oposiciones institutos escuelas de comercio y escuelas normales.,retrieved
21933,paraguayo,paraguayo,Sobrevivir en vivo en el centro paraguayo japonés.,retrieved_raw
21934,repetida,repetida,Hay gente repetida en la lista de invitados podría serte de ayuda.,retrieved_raw
21935,sumarse,sumarse,Muchos estados desean ahora sumarse a la comunidad.,retrieved_raw
21938,conciliación,conciliación,Ley de conciliación de la vida familiar y laboral.,retrieved
21939,confirmando,confirmando,Confirmando la presencia de un ángel.,retrieved
21940,corregidos,corregidos,Los resultados se expresarán corregidos en función de la recuperación.,retrieved_raw
21941,despertarlo,despertarlo,Dijo que no quería despertarlo.,retrieved_raw
21942,existencias,existencias,Reducción de existencias reembolsos españa portugal.,retrieved
21943,largamos,largamos,El dinero y nos largamos.,retrieved
21945,praderas,praderas,Una tierra de praderas lagos y montañas.,retrieved
21946,resguardo,resguardo,Un resguardo de una casa de apuestas.,retrieved
21947,semifinal,semifinal,Quiero que juegues la semifinal exactamente de la manera que desees.,retrieved
21948,sorprendes,sorprendes,Es que me sorprendes de verdad.,retrieved_raw
21949,adquisitivo,adquisitivo,Por qué es necesario calcular la paridad del poder adquisitivo.,retrieved_raw
21952,cervical,cervical,A control de la vía aérea y estabilización de la columna cervical.,retrieved_raw
21953,cultiva,cultiva,El salmón del atlántico se cultiva sobre todo en noruega.,retrieved_raw
21954,deletrear,deletrear,No no voy a deletrear mi nombre otra vez.,retrieved
21955,emprendió,emprendió,La dependencia emprendió las actividades siguientes durante el período que se examina.,retrieved_raw
21959,mostraremos,mostraremos,Mostraremos al mundo lo que es un verdadero líder.,retrieved_raw
21960,polígono,polígono,Polígono parcela en el término municipal de lleida.,retrieved
21963,arn,arn,El príncipe arn no haría nada sin egoísmo.,retrieved
21964,asigna,asigna,Hasta que se le asigna otro manejador informará directamente a mí.,retrieved_raw
21965,cinematografía,cinematografía,En el reino de españa el instituto de la cinematografía y las artes audiovisuales.,retrieved_raw
21966,clandestinos,clandestinos,En casinos clandestinos el tipo de sitios donde no se toman bien que no puedas pagar.,retrieved_raw
21968,herejía,herejía,Está peligrosamente cerca de la herejía.,retrieved_raw
21969,humillada,humillada,Mi madre fue humillada delante de ella.,retrieved_raw
21970,inservible,inservible,El puente está inservible chicos.,retrieved_raw
21971,leonel,leonel,De septiembre de de diciembre de leonel godoy rangel.,retrieved
21974,party,party,Es el anti party y hace falta invitación.,retrieved
21975,premiado,premiado,El disco fue premiado con el disco de platino.,retrieved_raw
21976,representativos,representativos,Es necesario por consiguiente publicar los precios representativos.,retrieved_raw
21979,ambulantes,ambulantes,Podrían ser vendedores ambulantes personas heridas problemas con el auto.,retrieved_raw
21981,bucal,bucal,No te pases con el enjuague bucal.,retrieved_raw
21982,cogerle,cogerle,Bueno entonces vamos a cogerle.,retrieved_raw
21984,disfrutamos,disfrutamos,Australia expresa su aprecio por la estrecha y productiva relación de trabajo que disfrutamos con el sr.,truncated_noun_phrase
21986,estafadores,estafadores,No con los estafadores de esta ciudad.,retrieved
21987,gérard,gérard,Les papas naissent dans les armoires de gérard vergez.,retrieved_raw
21991,seiscientos,seiscientos,A partir del mes de marzo pesos un mil seiscientos.,retrieved_raw
21992,utilizarla,utilizarla,No hay forma de utilizarla.,retrieved_raw
21993,blindados,blindados,Ponemos soldados tanques y vehículos blindados en las calles.,retrieved_raw
21994,canso,canso,A mí también me gusta pero me canso.,retrieved_raw
21996,hipócritas,hipócritas,Constato que el consejo y los estados miembros a este respecto son hipócritas.,retrieved_raw
21997,legiones,legiones,Un alma no puede ser forzada a juntarse a las legiones del infierno.,retrieved
21998,mecánicas,mecánicas,Ni siquiera uso las escaleras mecánicas.,retrieved_raw
21999,protagonizado,protagonizado,Protagonizado por dexter morgan como él mismo.,retrieved
22000,adultas,adultas,Adaptación de la eso para las personas adultas unidad con capacidad para puestos escolares.,retrieved_raw
22001,afectaría,afectaría,No me di cuenta de cuanto me afectaría.,retrieved_raw
22003,conocerán,conocerán,En la cumbre del mundo me conocerán lo juro.,retrieved_raw
22004,entusiasma,entusiasma,No me entusiasma la idea de dañar mi cerebro.,retrieved_raw
22005,favorecido,favorecido,He sido favorecido con el cuartel de la villa.,retrieved_raw
22006,glaciar,glaciar,El hielo glaciar cubre de la superficie del planeta.,retrieved_raw
22007,inmensas,inmensas,Yo creo que tengo las dos igual de inmensas.,retrieved_raw
22008,inmóviles,inmóviles,Debo entender por qué estamos completamente inmóviles con esto.,retrieved_raw
22009,patriótica,patriótica,Dos órdenes de la guerra patriótica de clase.,retrieved_raw
22012,profesionalidad,profesionalidad,Sé que ud exige profesionalidad.,retrieved
22013,saavedra,saavedra,Francisco arias de saavedra y de la cueva.,retrieved
22014,titanes,titanes,La humanidad no puede ganar a los titanes.,retrieved
22015,amorosos,amorosos,Lo que puede desviar sus lances amorosos sobre ti.,retrieved_raw
22016,arrasar,arrasar,Vamos a arrasar lo que va a matar a jeff.,retrieved
22017,calumnias,calumnias,Le aseguro que esta es una de mis mejores calumnias.,retrieved
22020,concedo,concedo,Le concedo horas sobre todo esto no es un chantaje.,retrieved_raw
22021,criolla,criolla,Criolla en mayor medida por parte de su madre.,retrieved_raw
22023,etarra,etarra,Juan manuel soares gamboa alias daniel activistas de eta luego etarra arrepentido.,retrieved_raw
22024,gemido,gemido,No has oído ese gemido.,retrieved_raw
22026,inagotable,inagotable,La riqueza de la humanidad es inagotable.,retrieved_raw
22028,ordinarios,ordinarios,Está previsto utilizar recursos ordinarios para la asistencia técnica y la capacitación.,retrieved_raw
22029,parecéis,parecéis,Vosotros dos parecéis hacer una buena pareja.,retrieved_raw
22031,quinientas,quinientas,D catorce mil quinientas dieciocho toneladas para la unidad de manejo.,retrieved_raw
22033,agudas,agudas,La lucha contra las infecciones respiratorias agudas ira.,retrieved_raw
