lemma,rank,pos,family,rank_block,translation,canonical_lemma,source_method,template_id,quality_tier,failure_reason,policy_exclusion_reason
darles,3447,v,v,3001_4000,to give; to give out,darles,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
pagado,3448,adj,adj,3001_4000,paid,pagado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vernos,3452,v,v,3001_4000,to see; to spot,vernos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
coma,3453,n,n,3001_4000,comma,coma,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
madres,3458,n,n,3001_4000,mother,madres,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preparada,3459,adj,adj,3001_4000,prepared,preparado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
interna,3461,adj,adj,3001_4000,internal,interno,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vuelven,3466,v,v,3001_4000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comprado,3472,v,v,3001_4000,to buy,comprar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
modelos,3474,n,n,3001_4000,model,modelo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentimos,3476,v,v,3001_4000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
armada,3478,adj,adj,3001_4000,navy,armado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suelta,3480,adj,adj,3001_4000,release,suelto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llegas,3482,v,v,3001_4000,to arrive; get,llegar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
causas,3483,n,n,3001_4000,cause,causa,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
permiten,3489,v,v,3001_4000,to allow; permit,permitir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
cia,3490,,residual,3001_4000,Agencia Central de Inteligencia,cia,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encargado,3492,adj,adj,3001_4000,in charge; responsible,encargado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
europeo,3495,adj,adj,3001_4000,European,europeo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
civiles,3499,adj,adj,3001_4000,civil,civil,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
profundamente,3502,adv,adv,3001_4000,profoundly; deeply,profundamente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
preocuparse,3503,v,v,3001_4000,care,preocuparse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevarlo,3504,v,v,3001_4000,to take; to take out,llevarlo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
miss,3505,,residual,3001_4000,Miss; beauty queen,miss,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
unido,3506,adj,adj,3001_4000,united,unido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
adecuada,3507,adj,adj,3001_4000,adequate,adecuado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
artes,3509,n,n,3001_4000,art,artes,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
altas,3517,adj,adj,3001_4000,certificate of discharge,alto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
santos,3519,prop,prop,3001_4000,surname,santos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
envía,3520,v,v,3001_4000,shipment; sending,enviar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viniendo,3522,v,v,3001_4000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentirse,3523,v,v,3001_4000,to feel,sentirse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
extraños,3524,adj,adj,3001_4000,foreign; alien; extraneous,extraño,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presentado,3526,adj,adj,3001_4000,presented,presentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
permitido,3527,v,v,3001_4000,to allow; permit,permitir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bases,3531,n,n,3001_4000,base,base,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
abandonado,3532,v,v,3001_4000,abandoned,abandonar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
medias,3535,adj,adj,3001_4000,pantyhose,medio,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bebiendo,3538,v,v,3001_4000,to drink,beber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
previsto,3540,adj,adj,3001_4000,expected; predicted,previsto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
estarías,3545,v,v,3001_4000,to be,estarías,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
convencido,3550,adj,adj,3001_4000,convinced,convencido,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
disparos,3551,n,n,3001_4000,disparate,disparo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presento,3553,v,v,3001_4000,to present; to submit,presentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
potencial,3556,n,n,3001_4000,potential,potencial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sientas,3557,v,v,3001_4000,to feel,sentir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
utiliza,3558,v,v,3001_4000,to use,utilizar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
damos,3559,v,v,3001_4000,to give; to give out,dar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
muera,3565,v,v,3001_4000,cooking salt,morir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sucediendo,3568,v,v,3001_4000,to happen; to befall; to occur,suceder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
hazme,3572,v,v,3001_4000,bundle,hazme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
americana,3579,adj,adj,3001_4000,female equivalent of americano,americano,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
traigo,3581,v,v,3001_4000,to bring; to fetch,traer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
dolores,3583,prop,prop,3001_4000,given name,dolores,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfadado,3584,adj,adj,3001_4000,angry; irate,enfadado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
madame,3585,n,n,3001_4000,madam,madame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentarse,3587,v,v,3001_4000,to seat,sentarse,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
encantada,3591,adj,adj,3001_4000,enchanted; charmed,encantado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
verlos,3596,v,v,3001_4000,to see; to spot,verlos,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
suéltame,3597,v,v,3001_4000,release,suéltame,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volveremos,3600,v,v,3001_4000,to return; to revert; to get back,volver,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sales,3601,n,n,3001_4000,surname,sal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
organizaciones,3608,n,n,3001_4000,organization,organización,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vuestros,3609,determiner,determiner,3001_4000,yours,vuestro,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vd.,3617,none,residual,3001_4000,abbreviation of usted,vd.,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
presentes,3621,adj,adj,3001_4000,present,presente,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sufrido,3624,v,v,3001_4000,painstaking,sufrir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
posiciones,3625,n,n,3001_4000,position,posición,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
queríamos,3626,v,v,3001_4000,to desire; to want; to want to,querer,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
secreta,3627,adj,adj,3001_4000,secret,secreto,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
viejas,3629,adj,adj,3001_4000,female equivalent of viejo,viejo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mortal,3633,adj,adj,3001_4000,deadly,mortal,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
sentada,3639,adj,adj,3001_4000,sitting,sentado,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
gritando,3640,v,v,3001_4000,to shout; to scream; to cry out; to call out,gritar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
zorra,3641,n,n,3001_4000,female equivalent of zorro: vixen,zorra,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
efe,3644,,residual,3001_4000,initialism of w:es:Empresa de los Ferrocarriles del Estado,efe,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
inicial,3648,adj,adj,3001_4000,initial,inicial,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
terroristas,3652,n,n,3001_4000,terrorist; terroristic,terrorista,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
escuelas,3653,n,n,3001_4000,school,escuela,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
manda,3654,v,v,3001_4000,vow,mandar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
reducir,3658,v,v,3001_4000,to reduce; to lower; to cut; to scale back,reducir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
alteza,3659,n,n,3001_4000,highness,alteza,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mediodía,3660,n,n,3001_4000,noon; midday,mediodía,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
do,3664,,residual,3001_4000,where,do,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
combustible,3667,n,n,3001_4000,combustible,combustible,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
habrían,3674,v,v,3001_4000,have,haber,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comunidades,3677,n,n,3001_4000,community,comunidad,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vehículos,3679,n,n,3001_4000,vehicle,vehículo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
acepta,3682,v,v,3001_4000,to accept; to take up; to take up on,aceptar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
enfermos,3683,n,n,3001_4000,sick; ill,enfermo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
intentaba,3686,v,v,3001_4000,to try; to attempt,intentar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
bajas,3690,adj,adj,3001_4000,casualty; loss,bajo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
brown,3694,none,residual,3001_4000,brown,brown,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
rusos,3698,adj,adj,3001_4000,Rus,ruso,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jo,3699,interj,interj,3001_4000,stop; whoa,jo,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
salgamos,3700,v,v,3001_4000,Salgar,salir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
digan,3702,v,v,3001_4000,to say; to tell,decir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
llevarme,3704,v,v,3001_4000,to take; to take out,llevarme,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
podíamos,3706,v,v,3001_4000,to be able to; can,poder,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
comentarios,3711,n,n,3001_4000,comment,comentario,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
favorita,3720,adj,adj,3001_4000,favorite,favorito,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
torres,3723,prop,prop,3001_4000,surname,torres,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
mato,3724,n,n,3001_4000,bushes,mato,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
volando,3728,v,v,3001_4000,in flight,volar,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
superiores,3734,adj,adj,3001_4000,upper; higher,superior,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
eléctrica,3738,adj,adj,3001_4000,electric company,eléctrico,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
vengas,3741,v,v,3001_4000,to come,venir,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
jueces,3748,n,n,3001_4000,Judges,juez,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
conversaciones,3751,n,n,3001_4000,conversation,conversación,no_candidate_found,no_candidate_found,no_candidate_found,no_publishable_candidate,
